cre_key,cre_status,cre_sha256,kill_xp,ea,name_strref,current_hp,max_hp,state_hex,state_dead,deathvar,dialogue,cre_override,cre_class,cre_race,cre_general,cre_default
BDUMBER1,ok,0b7f49b3555e29c217ec45b57c85756285a30d3065a7dd9ab0c7a93bd1deec51,4000,255,226761,72,72,0x00000000,0,BDUMBER1,,,BDENSHTV,BDUMBER1,,BDFIG00
GHOUL,ok,b6451bf00bd18b11f112750f4cf2cad5144ec483d8a616db0365c32dec00809e,175,255,206315,16,16,0x00000000,0,None,,DW#GPSHM,NONE,GHOUL,NONE,DW2MC2GE
CARRIO,ok,c42f64a230de335bf78ce8a8242f4ae0f92fc8620d779e840251cabb488aa842,975,255,9360,35,35,0x00000000,0,None,,DW#GPSHM,CCRAWLER,NONE,NONE,NONE
BDCCRAW1,ok,4c807bd8e2adc24b3bc075721bbd8f533e256f82773b31c13a92e7b87973f07b,420,255,209360,25,25,0x00000000,0,BDCCRAW1,,,BDENSHTV,,,BDCCRAWL
BDMCARRI,ok,fd07673690990fd39f7ef0fd13708d5e1beec945a968a0a9d148b582ff585aac,650,255,225542,42,42,0x00000000,0,BDMCARRI,,,BDENSHTV,,,BDCCRAWL
BDOTYG02,ok,25b2689cef548f7de2361aace51ff54a9460c0e2ecf190097598f2f1217ecc0c,1400,255,269030,64,64,0x00000000,0,BDOTYG02,,,BDENSHTV,,,BDFIG00
BDOTYG01,ok,7579934a15c4b8b30e6a505b568f61cf2782676994ea7525e44eb2ac96cd84b6,5000,255,270551,96,96,0x00000000,0,BDOTYG01,,,BDENSHTV,,,BDFIG00
BDDODWD,ok,80cb966f422e80521bc9338cb4a859efcc57433c11020bf69c0358b09831c81f,0,127,263990,1,1,0x00000800,1,,,,,,,
BDDLICH,ok,94d55887b5dfa4efc4db8e3d0e009ada456d40881738e36d6950a66c49fa5f14,22000,128,245470,90,90,0x00000000,0,BDDLICH,BDDLICH,NONE,NONE,NONE,BDLICH,DW2MP2GE
BDCOLDH,ok,71465eeb2d39819631b82c6bfa4e42e24d4f9484201e82e17cef6740c69e9701,0,128,263993,72,72,0x00000000,0,BDCOLDH,BDCOLDH,,,BDMISC02,BDLICH01,
BDSCRY,ok,a088cec3a5afd882628b52d208d92e60dae0bf64b1703e2c8c576b3609378f05,0,128,264500,8,8,0x00000010,0,BDSCRY,BDSCRY,NONE,NONE,NONE,NONE,NONE
BDBRONZE,ok,39c9710c8d25233ee5b70e0cae82680bb7b97bf006085a687cf9d0ad659698ee,5000,255,264752,90,90,0x00000000,0,BDBRONZE,,,BDENSHTV,,,BDNONIN
BDDEAD01,ok,766ac766f7993d9e1ce28a921d0f1adc19048119d67833997fccb074082f60b5,800,255,264751,70,70,0x00000000,0,BDDEAD01,,,BDENSHTV,,,BDNONIN
BDSKGR08,ok,8542d8543f28ffa5f4bf81ee9eff1b0c5d8fa9b52eb49daa3b15ab1ccc591df8,4000,255,208767,90,90,0x00000000,0,,,,BDENSHTV,,,BDFIG00
BDWIGHDD,ok,d50a9022664434dd74bb32a782d3ac172cc87f7d128e2cdd219b6ec98cfed3af,1200,255,264749,40,40,0x00000000,0,BDWIGHDD,,,BDENSHTV,BDWIGHT2,,BDFIG00
BDTHARAN,ok,d63b356f456b2d3194e55b5257d1529c90988fabae65cbd947f761584415979e,650,128,249458,80,80,0x00000000,0,BDTHARAN,BDTHARAN,BDTHARAN,BDFORT,BDSHOUT,BDFIGH01,
BDYMORI,ok,4b6a488aa5f63cce7a25aa5f43905cc8d627709e17a6d15d5b17fa6c2c87f4e3,175,255,250538,55,55,0x00080000,0,BDYMORI,,,,,,DW2MM2GE
BDBRESS,ok,245d3ea08b03d9d1f46193e358b1d1b0d1ce6e3b6ab174b49083450096b1a1f3,1,128,250830,10,10,0x00000000,0,BDBRESS,,BDHORSES,,,,
BDTART,ok,0e667830f52774d3fc37785df01ef54eca40fc958642f7a2e3f8786dcea4bdae,1,128,250829,10,10,0x00000000,0,BDTART,,BDHORSES,,,,
BDSENDER,ok,c813df90bb053cd5533f3724349e4116497841aa1caabc464b536612cc6ab96b,15,128,250127,8,8,0x00000000,0,BDSENDER,BDSENDER,BDSENDER,BDFORT,BDSHOUT,,
BDMEROME,ok,b3a0008efba7d39c768a4b03aae6ec2c9dd000b0189775c2083d9ffb0e50fc4f,7,128,250128,1,1,0x00000000,0,BDMEROME,BDMEROME,BDSENDER,BDFORT,BDSHOUT,NONE,
BDTHIRRI,ok,c0a546ae0f7dc06bd09d87ff60514efe24060d8de411b8f0bdd5aa414d7d82cf,650,128,249454,28,28,0x00000000,0,BDTHIRRI,BDTHIRRI,BDTHIRRI,BDFORT,BDSHOUT,BDSTEAL,BDMAGE01
BDELANDR,ok,9dc60b21fe5d145ca724443e1b3a6926d5dd3bcf2221fed91ef7832ba5b353da,420,128,249455,24,24,0x00000000,0,BDELANDR,BDELANDR,BDELANDR,BDFORT,BDSHOUT,BDMAGE01,
BDWELL01,ok,0a14e84affc38ee4cf45e49d540b1464e1f13ec631f1b0b7b69f9f1639faeaa3,0,29,258692,80,80,0x00000000,0,BDWELL01,BDWELL01,,,,,
BDGUAR22,ok,cecc7443fa739bb4afb2315e097fa5e0a06788cc1c562c6b69aced2721e69a6e,420,128,237099,70,70,0x00000000,0,BDGUAR22,BDCRUS,BDGUAR20,BD2000EN,BDSHOUT,BDFIGH10,
BDGUAR21,ok,565c94c9273620d65eedf047318bb6c846c0cd5a67e2db9dc2dddcdf8b35d926,420,128,237099,70,70,0x00000000,0,BDGUAR21,BDCRUS,BDGUAR20,BD2000EN,BDSHOUT,BDFIGH10,
BDGUAR20,ok,20bec05f58e4b6ac01b0956cb02f27a741bc1cc80566d20536cb615a729c32c3,420,128,237099,70,70,0x00000000,0,BDGUAR20,BDCRUS,BDGUAR20,BD2000EN,BDSHOUT,BDFIGH10,
BDGUAR23,ok,e0ab52f604db74a0dcf85232dc267c2a8ef55757c10bdb95a3faae1a809f5e4f,420,128,237099,70,70,0x00000000,0,BDGUAR23,BDCRUS,BDGUAR20,BD2000EN,BDSHOUT,BDFIGH10,
BDGUAR24,ok,a9d1c8fd65e1092dfc8725af9498f75aa39520f1ff6802eef851d0d58838ba1a,420,128,237099,70,70,0x00000000,0,BDGUAR24,BDCRUS,BDGUAR20,BD2000EN,BDSHOUT,BDFIGH10,
BDBARGHE,ok,11e1ca994023ffab094c9b061b32a5cb7569a15a6260a0ba9a8f17dbb335ea7d,3000,128,235623,120,120,0x00000000,0,BDBARGHE,BDBARGHE,,,BDSHOUT,BDFIGH20,
BDHORMOR,ok,998224e381fb2825458dc21e31b3a1c7583c3cf4eeac4ebd21e80337f18389cd,3000,128,238226,84,84,0x00000000,0,BDHORMOR,BDHORMOR,BDHORMOR,BDDSC,BDSHOUT,BDCLMA20,
BDOLONEI,ok,6c9ccd3c3f6f42960dfeacc1d071c959cc2f679ed2e12f5fdadc4f1238825c54,5000,128,237096,52,52,0x00000000,0,BDOLONEI,BDOLONEI,,,BDSHOUT,BDMAGE20,
BDVICHAN,ok,efb51ebc824887d2ac117f60c967f39e53b3b93ec13f2cf6e9d954b338c6ff14,1400,128,237095,36,36,0x00000000,0,BDVICHAN,BDVICHAN,BDVICHAN,BD2000EN,BDSHOUT,BDMAGE21,
BDBSENT1,ok,c01241d67ed0285a54a09a6fddb82d119404fbcebd42e488d62269b56d5e3f3a,650,128,237099,70,70,0x00000000,0,BDBSENT1,BDBSENT1,BDBSENT1,BD2000EN,BDSHOUT,BDFIGH10,
BDMUNSCH,ok,9edf5172bc6e6b6c49ef28ae5a4e4a0b582a0613bd732289d20e310287574f72,975,128,237098,96,96,0x00000000,0,BDMUNSCH,BDMUNSCH,BDMUNSCH,BD2000EN,BDSHOUT,BDFIGH21,
BDKHARM,ok,b1e1f09e4de56578fc40a184194fc1de30b170e08c42e413b6f46a343a82bda8,1400,128,237097,90,90,0x00000000,0,BDKHARM,BDKHARM,BDKHARM,BDDSC,BDSHOUT,BDFIGH22,NONE
BDCRUR27,ok,531104335bc224e5d03cd9aa5ef9ed4544ad82ef8da43be850fae3ad9f757cec,275,128,245494,60,60,0x00000000,0,BDCRUR27,BDCRUS,BDCRUR26,BD2000EN,BDSHOUT,BDFIGH10,
BDCRUR26,ok,7dff6759795984d9099e4df4044694f91b44374efa20c670b5aa16eee05c0369,275,128,245494,60,60,0x00000000,0,BDCRUR26,BDCRUS,BDCRUR26,BD2000EN,BDSHOUT,BDFIGH10,
BDCRUR28,ok,290fc62b4ae08c313eea01e7556daddea4977175d1f18487ce3a3b8f9f4b1495,275,128,245494,60,60,0x00000000,0,BDCRUR28,BDCRUS,BDCRUR26,BD2000EN,BDSHOUT,BDFIGH10,
BDCRUS95,ok,de2ec0831cbe98a4cb5aad07b255e003491d3322316c2a24d931d104c97882a0,650,128,258654,48,48,0x00000000,0,BDCRUS95,BDCRUS,BD5200EN,,BDSHOUT,BDTHIE01,
BDCRUS98,ok,fdb707e8b9f6e225b93259ba221b80715c5a41bcf29c8a62166291bbb8c2fd68,275,128,245494,60,60,0x00000000,0,BDCRUS98,BDCRUS,BD5200EN,,BDSHOUT,BDFIGH11,
BDCRUR29,ok,429ce9e5ac623dcfec2d5d42865fc221886c96a09bb34f535f978268c404eb28,275,128,245494,40,40,0x00000000,0,BDCRUR29,BDCRMERC,BDCRUR26,BD2000EN,BDSHOUT,BDTHIE10,
BDCRU100,ok,b2f82d20f9573d669c6afbf35dc0c9d8eefbc86c5390d0264cb04fbf6c5b5b78,275,128,245494,36,36,0x00000000,0,BDCRU100,BDCRUS,BD5200EN,,BDSHOUT,BDTHIE10,
BDCRU102,ok,7ece2e36ddbdad6c41ca777c92db244b8fbf605073c42cf9787f733fa525ca05,420,128,258654,70,70,0x00000000,0,BDCRU102,BDCRUS29,BD5200EN,,BDSHOUT,BDFIGH10,
BDCRU116,ok,06941e5338dc3e9c74dd576f24e4eeba225ef1332d7f2ba3af00d8fdb1cac048,420,128,258654,42,42,0x00000000,0,BDCRU116,BDCRUS29,,,BDSHOUT,BDFTHI20,
BDCRU101,ok,01c76241250e82c7bc0032b6957328088769106ce6d2fab0717eb1f2ad23dd38,420,128,258654,70,70,0x00000000,0,BDCRU101,BDCRUS29,BD5200EN,,BDSHOUT,BDFIGH11,
BDCRUS25,ok,b4ae8b4b379aee2de9af81a3e478bcf40d837b7fe9b75b81f69dbef28984c39e,420,128,258654,70,70,0x00000000,0,BDCRUS25,BDCRUS29,,BD2000EN,BDSHOUT,BDFIGH10,
BDCRU104,ok,15c12a6be6273dc02074ca2c824c7a5ab0d3dbc340d7bbe8812680bf03a368aa,650,128,258654,70,70,0x00000000,0,BDCRU104,BDCRUS29,BD5200EN,,BDSHOUT,BDFIGH10,
BDCRU103,ok,9e22837727c3ede563243ff2b877da4b4e9d846e68c7101d8c082ad09df9bfe9,650,128,258654,70,70,0x00000000,0,BDCRU103,BDCRUS29,BD5200EN,,BDSHOUT,BDFIGH10,
BDTROLL1,ok,973e350aaddd55c3c6e69bde088d93e78fbb8546776dbf68a3236eceb21787ee,1400,128,256625,64,64,0x00000000,0,BDTROLL1,BDTROLL1,BDTROLL1,NONE,NONE,,WTATROLL
BDTROLL2,ok,dc4100ef234b583707938d980193af8acc1c0a5c61029e13561d23a1192c9812,1400,128,256625,64,64,0x00000000,0,BDTROLL2,BDTROLL2,BDTROLL1,NONE,NONE,,WTATROLL
BDBRIDG1,ok,db49ed93a3a46b8ac4dbd9592c09954a37adc1caa2b636dfa3f87b698db3da51,275,128,237100,60,60,0x00000000,0,BDBRIDGE,BDBRIDGE,BDBRIDGE,BD2000EN,BDSHOUT,BDFIGH23,
BDBRIDGE,ok,d090d7570d619a82f3d3efcc50cf3ade469caee6c5c2b3d2d9ce37ea1cbedc60,275,128,237100,60,60,0x00000000,0,BDBRIDGE,BDBRIDGE,BDBRIDGE,BD2000EN,BDSHOUT,BDFIGH10,
BDCRUS93,ok,b8f249ece6a40c611e50d8d00e8dca3b06b2505bca2dc868c4cec351bfa9b2de,420,128,236698,70,70,0x00000000,0,BDCRUS93,BDCRUS,BD5200EN,,BDSHOUT,BDFIGH10,
BDCRUS96,ok,fb546f0973ea16967e5be6dcee3ad29099900b3be69291ed141e595cbbbe77fa,420,128,236698,70,70,0x00000000,0,BDCRUS96,BDCRUS,BD5200EN,,BDSHOUT,BDFIGH11,
BDCRUX34,ok,4e3196f1f9d8e31abdd1902cab927086747c8b705858021e2cfbd4b18bee613a,975,128,238687,80,80,0x00000000,0,BDCRUX34,BDCRUS,,,BDSHOUT,BDFIGH10,
BDCRUS39,ok,134f3ac94c52f2c900a4ffefd6c6d3984bb2c77bcd58f7a92f5bc88c0cbee478,420,128,236699,70,70,0x00000000,0,BDCRUS39,,,BDDSC2,BDSHOUT,BDFIGH10,
BDCRUS97,ok,a21fb2ef943506a6a5ebad6432e21115dafcb24c35ea4e0bcf28b5c4609c0ce5,420,128,236698,70,70,0x00000000,0,BDCRUS97,BDCRUS,BD5200EN,,BDSHOUT,BDFIGH11,
BDCRUS90,ok,50a85a3730e6370686dfecd7f08d84fd332172643893e79a00863c1645f537a1,420,128,236698,70,70,0x00000000,0,BDCRUS90,BDCRUS,BD5200EN,,BDSHOUT,BDFIGH11,
BDCRUE31,ok,133bcc5573466cc0fc33548932e4057c419c7f201e04aded8060be0b18d616f4,650,128,240885,70,70,0x00000000,0,BDCRUE31,BDCRUS,,BDDSC2,BDSHOUT,BDFIGH25,
BDCRUE34,ok,f08b4da63158a730fb4c779ac970af462fd177a03e81d03d61ebe953c8ed8bac,650,128,240885,84,84,0x00000000,0,BDCRUE34,BDCRUS,,,BDSHOUT,BDFIGH26,
BDCRU114,ok,61deb430753764bf1fa6c037380ee4b6b68481ebafd3ce4daf42a8816830046a,420,128,258654,42,42,0x00000000,0,BDCRU114,BDCRUS,,,BDSHOUT,BDTHIE10,
BDCRU115,ok,be2cdc278f4056c13bec0527c922d155eef05bcd9cbf0d3d69b408f16d32ce7e,275,128,258654,60,60,0x00000000,0,BDCRU115,BDCRUS29,,,BDSHOUT,BDFIGH10,
BDCRUS24,ok,481f67af73b49355830c2466c5c229adbfba4eb2538f74d7098da3624b604181,420,128,236699,70,70,0x00000000,0,BDCRUS24,BDCRUS,,BD2000EN,BDSHOUT,BDFIGH10,
BDCRUS23,ok,2707d2ebffaace6c77d178abceef11f50751085c7ce3abb2f288b6a5a54d302c,420,128,236699,70,70,0x00000000,0,BDCRUS23,BDCRUS,,BD2000EN,BDSHOUT,BDFIGH10,
BDCRUS37,ok,0bb8c55d1cedd9d401713b499e834751ae56f62ab881d53325e5ed0b412aa69f,420,128,236699,42,42,0x00000000,0,BDCRUS37,,,BDDSC2,BDSHOUT,BDFIGH24,
BDCRUS22,ok,899d41655439299536a9ddda1030e68dc4765f941efd6ea947a1db141e8e708f,420,128,236699,70,70,0x00000000,0,bdcrus22,BDCRUS,,BD2000EN,BDSHOUT,BDFIGH10,
BDMARI,ok,c7b7c544949842c97069d7440e023454eaf0fbfb1fcb15e02ef86f6634193a8c,420,128,237912,70,70,0x00000000,0,BDMARI,BDMARI,BDMARI,BDFORT,BDSHOUT,BDFIGH01,
BDESTEBA,ok,fe260ab62311a17d26afbf97d6b01f95e53e6005c5134a5ecd1a409f3fbd13bf,650,128,237911,70,70,0x00000000,0,BDESTEBA,BDESTEBA,BDMARI,BDFORT,BDSHOUT,BDFIGH01,
BDCHICKW,ok,4f746a6d3935923f6b5e0817f0637435a8b9d04b13916410637d9c6470ff2a48,1,128,206631,8,8,0x00000000,0,BDCHICKW,BDCHICKW,,,,,WDRUNSGT
BDBFOR10,ok,b641aabe60d30c637e72d3a704b2449461da4b4c856d7dfb40319b883aaf4cf0,420,128,258709,70,70,0x00000000,0,BDBFOR10,BDBFORT9,BDTBUDDY,BDFORT,BDSHOUT,BDFIGH01,
BDBFOR11,ok,d295589a11d1a3e4e4a22151049bc988d0c2fa8110d3a621bef5c02c6e92840e,420,128,258709,70,70,0x00000000,0,BDBFOR11,BDBFORT9,BDTBUDDY,BDFORT,BDSHOUT,BDFIGH01,
BDBFOR12,ok,318afda02c279f03863c4127f5ba2ccf06d28b40f2443ac5796f18f899511584,420,128,269742,50,50,0x00000000,0,BDBFOR12,BDBFORT9,,BDFORT,BDSHOUT,BDFTHI01,
BDBFOR13,ok,f996bb16ad66fbc7ef4d604910bd1eeeeca252d071487a1d6ec0cf4ac86ae1c2,420,128,269741,70,70,0x00000000,0,BDBFOR13,BDBFORT9,,BDFORT,BDSHOUT,BDPAL01,
BDBFOR14,ok,2a43ca31143c2940edc420e889124df4dfba0475ecdea03aeb98f103a99b9dcc,420,128,258709,70,70,0x00000000,0,BDBFOR14,BDBFORT9,,BDFORT,BDSHOUT,BDFIGH01,
BDBFOR15,ok,0fd48ec825ff836358e4a89836060f7076845ca9bfb67bd6b55aeae98dd89e20,975,128,269742,64,64,0x00000000,0,BDBFOR15,BDBFORT9,,BDFORT,BDSHOUT,BDCLER01,
BDBFOR16,ok,d94029a8424f2d0a2e8a4bbd6816da5027f032d0274bd47688b6467d6b94118d,275,128,258709,60,60,0x00000000,0,BDBFOR16,BDBFORT9,,BDFORT,BDSHOUT,BDFIGH01,
BDGUAR2X,ok,5201a141888d364bf73559b813478fed0174e9c0ae75e9fbf748470b2a87d33f,650,128,238687,80,80,0x00000000,0,BDGUAR2X,BDGUAR20,BDGUAR20,BD2000EN,BDSHOUT,BDFIGH10,
BDGOB06,ok,f45110b91d1234245f0984d2cc057aae55b62f63725d723d8f3718151b70973f,200,255,269518,48,48,0x00000000,0,BDGOB06,,,BDENSHTV,,,BDFIG00
BDHOBG01,ok,27ebe1c7fcca18110ee537e074ecd25e05409e66efbd00011a008f8f25f0c2b3,65,255,269516,40,40,0x00000000,0,BDHOBG01,,,BDENSHTV,,,BDFIG00
BDHOBG02,ok,c695ce97192de1943417a5df395a8bc89f6a30d9824c74606c239c78e9191450,35,255,269517,16,16,0x00000000,0,BDHOBG02,,,BDENSHTV,,,BDARCH00
BDHOBG05,ok,5fd4331ff39f741d8e7d8d96af5d965c48e7a80384b1b9e275baa13dfbb38ab3,45,255,270573,30,30,0x00000000,0,BDHOBG05,,,BDENSHTV,,,BDFIG00
BDTARGET,ok,4569b49e033cd23e45e7d5d75bb18831add994500a0928338f1bdba052792db1,0,128,0,1000,1000,0x00000000,0,bdtarget,NONE,BDTARGET,NONE,NONE,NONE,NONE
BDCRU02D,ok,caecc542f07a4984d15b8fca1d89260b3d02fa895c43ff7b62bfbfafbe6f9770,0,128,245494,30,30,0x00000800,1,BDCRU02D,,,,,,
BDCRU01D,ok,b8fef95db46b6aa55cd779f39ba56edff8c4a21e37eceaaffe95d9640b9a9934,0,128,236698,60,60,0x00000800,1,BDCRU01D,,,NONE,NONE,NONE,
BDDHORSE,ok,9a2c89f97b49a42c5409ed702f2f2950a7c8fbe46adb8985248546b3ca1e478e,1,128,206630,10,10,0x00000800,1,None,NONE,NONE,NONE,NONE,NONE,NONE
BDCRU07D,ok,21fd32b94f62f23cbadfa225f1857d4830078962c39aa13a2375f64d4433b26a,0,128,236699,56,56,0x00000800,1,BDCRU07D,,,NONE,NONE,NONE,
BDCRU05D,ok,ff5612c382adf0b31e39736ffa292e1062f64589bdb89fcb8cda4b32c61d1a91,0,128,236699,70,70,0x00000800,1,BDCRU05D,,,NONE,NONE,NONE,
BDHOBG04,ok,8c08edc2fea0a793499a07b6967eff2f3497e4e6523f858064ab2b75f6cc1888,45,255,270572,24,24,0x00000000,0,BDHOBG04,,,BDENSHTV,,,BDPRI00
BDHOBG03,ok,e5ea50c6ccf7a18f3f99a37cb1ef7a9d29e7c2a8882d1054571ed7ff8f710e8a,50,255,270571,40,40,0x00000000,0,BDHOBG03,,,BDENSHTV,,,BDARCH00
BDBEETMH,ok,39f60b4b5fc654183b34976a2ae921bcbf47a964e5c881961baef4c1c9075c4a,120,255,256351,18,18,0x00000000,0,BDBEETMH,,,,BDBEETBM,,
BDKEGX,ok,791b3af6d04785bc2a58560d441ff8e5aeb3cf48d464348fc628094260975156,0,128,270124,120,120,0x00000000,0,BDKEGX,,BDKEGX,,,,
BDBANDIT,ok,cf352dad306da4620486cf4142bef235acbdf430e3691d6dda0aa946177fdc6b,65,255,213838,10,10,0x00000000,0,Bandit,BANDIT,SHOUT,BANDIT,NONE,NONE,DW2RS2GE
BDBOAR02,ok,21452b80129b60d34206809bf527fe0212f6f23af1e8f7e53bbbb6fb8021cb3a,175,255,260495,27,27,0x00000000,0,BDBOAR01,,,BDENSHTV,,,BDNONIN
JELLYGR,ok,fcbad60f9fc4d6f10e019436a43dbab6a86cf5339811f6aa00aa1bd6d80506b0,65,255,217547,16,16,0x00000000,0,None,,NONE,NONE,NONE,NONE,DW2MC2MO
BDWYNAN,ok,c2a88c4888d61482d244e897e1d36a6fc535b195543a13f32dfa74d85d1fe0b7,2000,128,249453,40,40,0x00000000,0,BDWYNAN,BDWYNAN,BDWYNAN,BDFORT,BDSHOUT,BDMAGE01,NONE
BDBF1,ok,63dc48ae5bddda09740f3fc17b78093e30b1caeebe0c948b0ecb9763fb85f073,650,128,270434,70,70,0x00080000,0,BDBF1,BDBF1,BDBF1,BDFORT,BDSHOUT,BDFIGH01,
BDBF2,ok,63cc503deda7b728829b5817e264759b087a270491d8a5cbae24a54995f24b73,650,128,257276,56,56,0x00080000,0,BDBF2,BDBF2,BDRAYLER,BDFORT,BDSHOUT,BDCLER01,
BDBF3,ok,129d3435002396071f75c782fab1b94f0a9df6ca0c300c2241e05c2156c6418c,0,128,249457,0,60,0x00080000,0,NONE,NONE,NONE,BDFORT,BDSHOUT,BDFIGH01,NONE
BDBF4,ok,0231bc430ed067007366bcb1936c5d0ff5c5d07bcabf8b47368b7986f77da9fe,0,128,250510,0,60,0x00080000,0,NONE,NONE,NONE,BDFORT,BDSHOUT,BDFIGH01,NONE
BDBF5,ok,7044e6b7e50b42afe03b9c62953e3cffa4ad108dc8126b5b11efca8e6b22fc12,0,128,250511,0,60,0x00080000,0,NONE,NONE,NONE,BDFORT,BDSHOUT,BDFIGH01,NONE
BDJUNIA,ok,e9699d3485504c6982631430e829bb0e2aeec1f022565a99ae1b30bbfcc78fa6,975,128,250512,72,72,0x00000000,0,BDJUNIA,BDJUNIA,BDJUNIA,BDFORT,BDSHOUT,BDCLER01,
BDJEGG,ok,9942183621e5c4eff7e64e5405303edd59213a2fa55ac351277e275b53145d47,420,128,255813,60,60,0x00000000,0,BDJEGG,BDJEGG,BDJEGG,BDFORT,BDSHOUT,BDFIGH01,
BDROARK,ok,eb4e401e589e5d9f054e4fa282a507e4403e5e01027659f57930fc738877c30b,650,128,255814,69,70,0x00000000,0,BDROARK,BDROARK,BDROARK,BDFORT,BDSHOUT,BDFIGH01,
BDBFORT4,ok,57671833312a834cc41de629d7791d933efef4ce29e47688a764b52f481c3fdf,650,128,237101,70,70,0x00000000,0,BDBFORT4,BDBFORT4,BDBFORT4,BDFORT4,BDSHOUT,BDFIGH01,
BDFRAIR,ok,15fa26bc67d03fe390b37c6db3895b1f0f8bdd2d17b81499a418582d7b2e3b4d,3000,128,250832,80,80,0x00000000,0,BDFRAIR,BDFRAIR,BDFRAIR,BDFORT,BDSHOUT,BDCLER01,
BDBFORT9,ok,9cca8f3775af2cf439164efa3e60a8b82afc3e3d50f0e9546141605ef2412e05,420,128,258709,70,70,0x00000000,0,BDBFORT9,BDBFORT9,,BDFORT,BDSHOUT,BDFIGH01,
BDBFORT,ok,6d52f8ffb4966dacf7c437b9fcc189f2e94de4b6ee71773cfb73bfe09a525a6d,650,128,255816,70,70,0x00000000,0,BDBFORT,BDBFORT,,BDFORT,BDSHOUT,BDFIGH01,
BDBFIND1,ok,23d9b1f4f45962f1f000ba88c20f52b6623a1f6c7b862f3811e983cc51d20816,420,128,258709,70,70,0x00000000,0,BDBFORT9,BDBFIND,BDREFBF,BDFORT,BDSHOUT,BDFIGH01,
BDBFIND2,ok,7c930e5fafca9b1a0843e449cb7ccd2e93fb1c80613fe6d1791c91051f626f56,420,128,258709,70,70,0x00000000,0,BDBFORT9,BDBFIND,BDREFBF,BDFORT,BDSHOUT,BDFIGH01,
BDHOACH,ok,f6a0cb980d482f8723b580986c344ada6d7edac9ad36f8b416f50eb3f91bbe2d,1,128,256259,8,8,0x00000000,0,BDHOACH,BDHOACH,BDREFBF,,WTRUNSGT,,NONE
BDNAZRAM,ok,a516e74f5f7f3e24ede393d0885262a99cc6c113d1648bf5063fad039b210b69,10000,128,262499,83,83,0x00000000,0,BDNAZRAM,BDNAZRAM,BDMISC01,BDSTEAL,BDENSHTV,BDDJINNO,BDFIG00
BDDAGF22,ok,6b22f2c1ab5267695352e1912c292a3f49f9e06ba0cfe032efa158f8e032ca4f,420,128,256198,70,70,0x00080000,0,BDDAGF22,BDDAGF22,BDDAGF,BDASC2,BDSHOUT,BDFIGH01,
BDDAGF21,ok,23ca2672caa0ec8d79ba32378a2bdde099a57c5b9598dec3ee6c97f8d560161c,420,128,256197,70,70,0x00080000,0,BDDAGF21,BDDAGF21,BDDAGF,BDASC2,BDSHOUT,BDFIGH01,
BDDOSIA,ok,f573613ac88389b9d681cd191d72e4cf474477f9d3b9ff6b903411d26ef82e4c,1400,128,258632,64,64,0x00000000,0,BDDOSIA,BDDOSIA,BDDOSIA,,BDSHOUT,BDCLER01,
BDHYRETH,ok,a6d8f7809c79ceab8029d637112a3b89d474c383726fb0372830da3bcb9d7930,65,128,258631,3,16,0x00000000,0,BDHYRETH,BDHYRETH,BDHYRETH,,NONE,NONE,DW2MM2GE
BDHALASA,ok,320a696533d68028a80b0e28d1ef8edfc62ccba0134d1014d3014032144754c0,1400,128,258256,90,90,0x00000000,0,BDHALASA,BDHALASA,BDMARCH,,BDSHOUT,BDFIGH01,
BDMORLIS,ok,79896d4d6792d50e2fcebe1a1537b4c39e5ae623f9bdfe241a867ca4a94bde5e,420,128,258257,60,60,0x00000000,0,BDMORLIS,BDMORLIS,BDMORLIS,NONE,NONE,NONE,
BDHESTER,ok,f19f18bc25c9bb4d807780d88604fef1dc8726f00c919b969861c9a8b3c2380f,975,128,258259,48,48,0x00000000,0,BDHESTER,BDHESTER,BDHESTER,,,,
BDGARROL,ok,d1e671cc0de3cf79b61a5adb76f4e7238b3eb13b9f43e879db66e4a88ccebf3b,300,128,258260,50,50,0x00000000,0,BDGARROL,BDGARROL,BDGARROL,,NONE,NONE,
BDTAIELD,ok,230d7218e0af22ca1291330bcb4e7d3574009f5986009358331ea73d054727b3,600,128,258261,60,60,0x00000000,0,BDTAIELD,BDTAIELD,BDTAIELD,,,,
BDDANINE,ok,6818298646c6bf78c3a69a2a54e6d9f17fe7a6bb63a226ff280145d848ec5815,420,128,258258,42,42,0x00000000,0,BDDANINE,BDDANINE,BDDANINE,NONE,NONE,NONE,
BDCLOVIS,ok,fc220f8c8425b30917d5fd99ca5e57ae2b843cb8fa1f1fc2badca7f3d9f65510,420,128,258262,60,60,0x00000000,0,BDCLOVIS,BDCLOVIS,BDCLOVIS,,,,
BDINFEC2,ok,92afcb5607daeed5d366bb92b20e967155f082f6c7b68cbf4207b64a84460422,420,128,261490,70,70,0x00000000,0,BDINFEC2,BDINFECT,,,,,BDREFG
BDINFEC3,ok,fa846b0807d32c0e3b283ebbb7bb933e7530617f14affa529346e762bd673255,175,128,261490,60,60,0x00000000,0,BDINFEC3,BDINFECT,,,,,BDREFG
BDINFEC1,ok,c7e7a0b43c18dbcfc5bd5cb1ff8fcc11bda60a6a1df436e98717abab04dec8f6,175,128,261490,60,60,0x00000000,0,BDINFEC1,BDINFECT,,,,,BDREFG
