script,line,action,cre_or_group,reference_kind,cre_available
BD0120.BCS,5041,CreateCreature,JAHEIR7_,cre,1
BD0120.BCS,5042,CreateCreature,DYNAHE7,cre,1
BD0120.BCS,5043,CreateCreature,SAFANA7,cre,1
BD0120.BCS,5068,CreateCreature,DYNAHE7,cre,1
BD0120.BCS,5069,CreateCreature,KHALID7,cre,1
BD0120.BCS,5070,CreateCreature,JAHEIR7_,cre,1
BD0120.BCS,5095,CreateCreature,SAFANA7,cre,1
BD0120.BCS,5096,CreateCreature,KHALID7,cre,1
BD0120.BCS,5097,CreateCreature,JAHEIR7_,cre,1
BD0120.BCS,5122,CreateCreature,DYNAHE7,cre,1
BD0120.BCS,5123,CreateCreature,MINSC7_,cre,1
BD0120.BCS,5124,CreateCreature,SAFANA7,cre,1
BD0120.BCS,5149,CreateCreature,JAHEIR7_,cre,1
BD0120.BCS,5170,CreateCreature,KHALID7,cre,1
BD0120.BCS,5191,CreateCreature,MINSC7_,cre,1
BD0120.BCS,5212,CreateCreature,DYNAHE7,cre,1
BD0120.BCS,5234,CreateCreature,JAHEIR7_,cre,1
BD0120.BCS,5257,CreateCreature,KHALID7,cre,1
BD0120.BCS,5280,CreateCreature,MINSC7_,cre,1
BD0120.BCS,5299,CreateCreature,DYNAHE7,cre,1
BD0120.BCS,5319,CreateCreature,SAFANA7,cre,1
BD0120.BCS,5320,CreateCreature,JAHEIR7_,cre,1
BD0120.BCS,5342,CreateCreature,SAFANA7,cre,1
BD0120.BCS,5343,CreateCreature,MINSC7_,cre,1
BD0120.BCS,5350,CreateCreature,SAFANA7,cre,1
BD0120.BCS,5351,CreateCreature,KHALID7,cre,1
BD0120.BCS,5373,CreateCreature,SAFANA7,cre,1
BD0120.BCS,5374,CreateCreature,DYNAHE7,cre,1
BD0120.BCS,5395,CreateCreature,SAFANA7,cre,1
BD0120.BCS,5396,CreateCreature,JAHEIR7_,cre,1
BD0120.BCS,5417,CreateCreature,JAHEIR7_,cre,1
BD0120.BCS,5437,CreateCreature,MINSC7_,cre,1
BD0120.BCS,5442,CreateCreature,KHALID7,cre,1
BD0120.BCS,5464,CreateCreature,DYNAHE7,cre,1
BD0120.BCS,5486,CreateCreature,JAHEIR7_,cre,1
BD0120.BCS,5505,CreateCreature,SAFANA7,cre,1
BD0120.BCS,5540,CreateCreature,BDMUMMY,cre,1
BD0120.BCS,6644,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6646,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6648,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6650,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6652,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6654,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6656,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6658,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6660,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6662,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6664,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6666,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6668,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6670,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6672,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6674,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6676,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6678,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6680,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6682,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6684,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6686,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6689,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6691,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6693,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6695,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6697,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6699,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6702,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6704,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6706,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6708,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6710,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6712,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6714,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6716,CreateCreature,BDBATOUT,cre,1
BD0120.BCS,6765,CreateCreature,BDSHIMOE,cre,1
BD0120.BCS,6775,CreateCreature,BDFF1000,cre,1
BD0120.BCS,6785,CreateCreature,BDFF1001,cre,1
BD0120.BCS,6795,CreateCreature,BDFF1002,cre,1
BD0120.BCS,6807,CreateCreature,BDSHKORL,cre,1
BD0120.BCS,7482,CreateCreature,BDSKGR04,cre,1
BD0120.BCS,7483,CreateCreature,BDSKGR04,cre,1
BD0120.BCS,7485,CreateCreature,BDSKGR01,cre,1
BD0120.BCS,7486,CreateCreature,BDSKGR01,cre,1
BD0120.BCS,7488,CreateCreature,BDBONBAT,cre,1
BD0120.BCS,7489,CreateCreature,BDBONBAT,cre,1
BD0120.BCS,7509,CreateCreature,BDSKGR04,cre,1
BD0120.BCS,7510,CreateCreature,BDSKGR04,cre,1
BD0120.BCS,7512,CreateCreature,BDSKGR01,cre,1
BD0120.BCS,7513,CreateCreature,BDSKGR01,cre,1
BD0120.BCS,7531,CreateCreature,BDSKGR04,cre,1
BD0120.BCS,7533,CreateCreature,BDSKGR04,cre,1
BD0122.BCS,19,CreateCreature,CUTSPY,cre,1
BD0122.BCS,26,CreateCreature,BDKAG,cre,1
BD0122.BCS,27,CreateCreature,BDSETHYL,cre,1
BD0122.BCS,28,CreateCreature,BDYASHNA,cre,1
BD0122.BCS,29,CreateCreature,BDWISTAK,cre,1
BD0130.BCS,280,CreateCreature,BDSKGR07,cre,1
BD0130.BCS,281,CreateCreature,BDSKGR03,cre,1
BD0130.BCS,282,CreateCreature,BDSKGR01,cre,1
BD0130.BCS,283,CreateCreature,BDSKGR01,cre,1
BD0130.BCS,284,CreateCreature,BDSKGR03,cre,1
BD0130.BCS,285,CreateCreature,BDSHSOUL,cre,1
BD0130.BCS,286,CreateCreature,BDSHSOUL,cre,1
BD0130.BCS,287,CreateCreature,BDBONBAT,cre,1
BD0130.BCS,288,CreateCreature,BDBONBAT,cre,1
BD0130.BCS,289,CreateCreature,BDBONBAT,cre,1
BD0130.BCS,290,CreateCreature,BDSKGR04,cre,1
BD0130.BCS,291,CreateCreature,BDSKGR04,cre,1
BD0130.BCS,314,CreateCreature,BDSKGR03,cre,1
BD0130.BCS,315,CreateCreature,BDSKGR01,cre,1
BD0130.BCS,316,CreateCreature,BDSKGR01,cre,1
BD0130.BCS,317,CreateCreature,BDSHSOUL,cre,1
BD0130.BCS,318,CreateCreature,BDSHSOUL,cre,1
BD0130.BCS,319,CreateCreature,BDBONBAT,cre,1
BD0130.BCS,320,CreateCreature,BDBONBAT,cre,1
BD0130.BCS,321,CreateCreature,BDSKGR04,cre,1
BD0130.BCS,322,CreateCreature,BDSKGR04,cre,1
BD0130.BCS,344,CreateCreature,BDSKGR03,cre,1
BD0130.BCS,345,CreateCreature,BDSKGR01,cre,1
BD0130.BCS,346,CreateCreature,BDSKGR01,cre,1
BD0130.BCS,347,CreateCreature,BDSHSOUL,cre,1
BD0130.BCS,348,CreateCreature,BDBONBAT,cre,1
BD0130.BCS,349,CreateCreature,BDBONBAT,cre,1
BD0130.BCS,350,CreateCreature,BDSKGR04,cre,1
BD0130.BCS,351,CreateCreature,BDSKGR04,cre,1
BD0130.BCS,368,CreateCreature,BDSKGR01,cre,1
BD0130.BCS,369,CreateCreature,BDSHSOUL,cre,1
BD0130.BCS,370,CreateCreature,BDBONBAT,cre,1
BD1000.BCS,65,CreateCreature,RASAAD7,cre,1
BD1000.BCS,169,CreateCreature,L#2BRIST,cre,1
BD1000.BCS,619,CreateCreature,EDWIN7_,cre,1
BD1000.BCS,665,CreateCreature,BAELOT7,cre,1
BD1000.BCS,805,CreateCreatureObjectOffset,BDCROMMU,cre,1
BD1000.BCS,823,CreateCreature,BDOPHYLL,cre,1
BD1000.BCS,834,CreateCreature,BDBRIELL,cre,1
BD1010.BCS,9,CreateCreatureImpassableAllowOverlap,BDMIMIC,cre,1
BD1010.BCS,12,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,13,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,15,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,16,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,18,CreateCreatureEffect,BDOTYG01,cre,1
BD1010.BCS,20,CreateCreatureEffect,SPIDPH,cre,1
BD1010.BCS,21,CreateCreatureEffect,SPIDPH,cre,1
BD1010.BCS,23,CreateCreatureEffect,SPIDPHAS,cre,1
BD1010.BCS,35,CreateCreatureImpassableAllowOverlap,BDMIMIC,cre,1
BD1010.BCS,38,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,39,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,41,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,42,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,44,CreateCreatureEffect,BDOTYG01,cre,1
BD1010.BCS,46,CreateCreatureEffect,SPIDPH,cre,1
BD1010.BCS,47,CreateCreatureEffect,SPIDPH,cre,1
BD1010.BCS,59,CreateCreatureImpassableAllowOverlap,BDMIMIC,cre,1
BD1010.BCS,62,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,63,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,65,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,66,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,68,CreateCreatureEffect,BDOTYG01,cre,1
BD1010.BCS,80,CreateCreatureImpassableAllowOverlap,BDMIMIC,cre,1
BD1010.BCS,83,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,84,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,86,CreateCreatureEffect,JELLOC,cre,1
BD1010.BCS,87,CreateCreatureEffect,JELLOC,cre,1
BD1200.BCS,43,CreateCreature,BDSDDD13,cre,1
BD1200.BCS,135,CreateCreatureObjectOffScreen,BDCOLDH,cre,1
BD2000.BCS,131,CreateCreature,KHALID7,cre,1
BD2000.BCS,178,CreateCreature,DORN7,cre,1
BD2000.BCS,259,CreateCreature,BDKHARMY,cre,1
BD2000.BCS,310,CreateCreature,BDCRUSBF,cre,1
BD2000.BCS,312,CreateCreature,BDBFORT2,cre,1
BD2000.BCS,320,CreateCreature,CUTSPY,cre,1
BD2000.BCS,411,CreateCreature,BDCRUS28,cre,1
BD2000.BCS,412,CreateCreature,BDCRUS93,cre,1
BD2000.BCS,415,CreateCreature,BDCRUS25,cre,1
BD2000.BCS,416,CreateCreature,BDCRUS97,cre,1
BD2000.BCS,419,CreateCreature,BDCRUSX2,cre,1
BD2000.BCS,420,CreateCreature,BDCRUS96,cre,1
BD2000.BCS,423,CreateCreature,BDCRUS20,cre,1
BD2000.BCS,424,CreateCreature,BDCRUS25,cre,1
BD2000.BCS,425,CreateCreature,BDCRUS29,cre,1
BD2000.BCS,426,CreateCreature,BDCRUS24,cre,1
BD2000.BCS,427,CreateCreature,BDCRUS29,cre,1
BD2000.BCS,428,CreateCreature,BDCRUS22,cre,1
BD2000.BCS,573,CreateCreature,BDCRUS92,cre,1
BD2000.BCS,576,CreateCreature,BDCRU106,cre,1
BD2000.BCS,579,CreateCreature,BDCRU107,cre,1
BD2000.BCS,582,CreateCreature,BDCRU109,cre,1
BD2000.BCS,654,CreateCreature,BDFISTX2,cre,1
BD2000.BCS,655,CreateCreature,BDFIST22,cre,1
BD2000.BCS,656,CreateCreature,BDFIST21,cre,1
BD2000.BCS,657,CreateCreature,BDFIST27,cre,1
BD2000.BCS,658,CreateCreature,BDFIST21,cre,1
BD2000.BCS,659,CreateCreature,BDFIST23,cre,1
BD2000.BCS,660,CreateCreature,BDFIST22,cre,1
BD2000.BCS,661,CreateCreature,BDFIST26,cre,1
BD2000.BCS,662,CreateCreature,BDFIST25,cre,1
BD2000.BCS,663,CreateCreature,BDFISTM2,cre,1
BD2000.BCS,664,CreateCreature,BDFIST24,cre,1
BD2000.BCS,665,CreateCreature,BDFIST23,cre,1
BD2000.BCS,677,CreateCreature,BDREND,cre,1
BD2000.BCS,678,CreateCreature,BDFARRL,cre,1
BD2000.BCS,690,CreateCreature,BDFIST23,cre,1
BD2000.BCS,691,CreateCreature,BDFIST21,cre,1
BD2000.BCS,692,CreateCreature,BDFIST22,cre,1
BD2000.BCS,693,CreateCreature,BDFIST26,cre,1
BD2000.BCS,694,CreateCreature,BDFIST25,cre,1
BD2000.BCS,695,CreateCreature,BDFIST21,cre,1
BD2000.BCS,704,CreateCreature,BDFIST23,cre,1
BD2000.BCS,705,CreateCreature,BDFISTX2,cre,1
BD2000.BCS,706,CreateCreature,BDDUGRAF,cre,1
BD2000.BCS,707,CreateCreature,BDFIST22,cre,1
BD2000.BCS,708,CreateCreature,BDFIST25,cre,1
BD2000.BCS,709,CreateCreature,BDFIST24,cre,1
BD2000.BCS,710,CreateCreature,BDFIST21,cre,1
BD2000.BCS,737,CreateCreature,BDCRUBBM,cre,1
BD2000.BCS,738,CreateCreature,BDCRUBB1,cre,1
BD2000.BCS,739,CreateCreature,BDCRUBB1,cre,1
BD2000.BCS,740,CreateCreature,BDCRUBB1,cre,1
BD2000.BCS,741,CreateCreature,BDCRUBB1,cre,1
BD2000.BCS,742,CreateCreature,BDCRUBB2,cre,1
BD2000.BCS,743,CreateCreature,BDCRUBB2,cre,1
BD2000.BCS,744,CreateCreature,CUTSPY2,cre,1
BD2000.BCS,745,CreateCreature,BDBFSENT,cre,1
BD2000.BCS,751,CreateCreature,CUTSPY,cre,1
BD2000.BCS,908,CreateCreature,BDCRUBBM,cre,1
BD2000.BCS,909,CreateCreature,BDCRUBB1,cre,1
BD2000.BCS,910,CreateCreature,BDCRUBB1,cre,1
BD2000.BCS,911,CreateCreature,BDCRUBB1,cre,1
BD2000.BCS,912,CreateCreature,BDCRUBB1,cre,1
BD2000.BCS,913,CreateCreature,BDCRUBB2,cre,1
BD2000.BCS,914,CreateCreature,BDCRUBB2,cre,1
BD2000.BCS,928,CreateCreature,BDBENCE,cre,1
BD2000.BCS,946,CreateCreature,BDBENCE,cre,1
BD2000.BCS,989,CreateCreature,BDKAVA,cre,1
BD2000.BCS,1050,CreateCreatureDoor,BDWYNAN,cre,1
BD2000WE.BCS,21,CreateCreature,BDDOGW01,cre,1
BD2000WE.BCS,92,CreateCreature,BDWELL02,cre,1
BD2000YM.BCS,44,CreateCreatureObjectOffset,ZOMBIE,cre,1
BD2000YM.BCS,45,CreateCreatureObjectOffset,ZOMBIE,cre,1
BD2000YM.BCS,46,CreateCreatureObjectOffset,ZOMBIE,cre,1
BD2000YM.BCS,47,CreateCreatureObjectOffset,ZOMBIE,cre,1
BD2000YM.BCS,48,CreateCreatureObjectOffset,ZOMBIE,cre,1
BD2000YM.BCS,49,CreateCreatureObjectOffset,ZOMBIE,cre,1
BD208LNN.BCS,11,CreateCreature,BDFEYR,cre,1
BD208LNS.BCS,11,CreateCreature,BDFEYR,cre,1
BD2100.BCS,57,CreateCreature,NEERA7,cre,1
BD3000.BCS,18,CreateCreature,C02AURA,cre,1
BD3000.BCS,555,CreateCreature,BDBENCE,cre,1
BD3000.BCS,559,CreateCreature,BDPHOSSE,cre,1
BD3000.BCS,566,CreateCreature,BDDAGFX1,cre,1
BD3000.BCS,567,CreateCreature,BDPRITCH,cre,1
BD3000.BCS,570,CreateCreature,BDWILHEL,cre,1
BD3000.BCS,585,CreateCreature,BDBENCE,cre,1
BD3000.BCS,603,CreateCreature,BDTRUST2,cre,1
BD3000.BCS,663,CreateCreature,BDCUTID,cre,1
BD3000.BCS,677,CreateCreature,BDWTR51,cre,1
BD3000.BCS,682,CreateCreature,BDWTR42,cre,1
BD3000.BCS,685,CreateCreature,BDFIST99,cre,1
BD3000.BCS,688,CreateCreature,BDDAGF51,cre,1
BD3000.BCS,691,CreateCreature,BDWTR46,cre,1
BD3000.BCS,760,CreateCreature,BDBENCE,cre,1
BD3000.BCS,761,CreateCreature,BDCRU05D,cre,1
BD3000.BCS,762,CreateCreature,BDCRU03D,cre,1
BD3000.BCS,763,CreateCreature,BDCRU02D,cre,1
BD3000.BCS,764,CreateCreature,BDCRU06D,cre,1
BD3000.BCS,765,CreateCreature,BDCRU07D,cre,1
BD3000.BCS,766,CreateCreature,BDCRU01D,cre,1
BD3000.BCS,767,CreateCreature,BDCRU08D,cre,1
BD3000.BCS,768,CreateCreature,BDCRU04D,cre,1
BD3000.BCS,769,CreateCreature,BDCOA01D,cre,1
BD3000.BCS,770,CreateCreature,BDCOA02D,cre,1
BD3000.BCS,771,CreateCreature,BDCOA03D,cre,1
BD3000.BCS,772,CreateCreature,BDCOA04D,cre,1
BD3000.BCS,773,CreateCreature,BDCOA05D,cre,1
BD3000.BCS,774,CreateCreature,BDCOA06D,cre,1
BD3000.BCS,816,CreateCreature,BDGARRUS,cre,1
BD3000.BCS,817,CreateCreature,BDTEAM11,cre,1
BD3000.BCS,818,CreateCreature,BDTEAM12,cre,1
BD3000.BCS,819,CreateCreature,BDTEAM13,cre,1
BD3000.BCS,820,CreateCreature,BDSTYSIC,cre,1
BD3000.BCS,821,CreateCreature,BDTEAM21,cre,1
BD3000.BCS,822,CreateCreature,BDTEAM22,cre,1
BD3000.BCS,823,CreateCreature,BDTEAM23,cre,1
BD3000.BCS,824,CreateCreature,BDMORDAU,cre,1
BD3000.BCS,825,CreateCreature,BDTEAM41,cre,1
BD3000.BCS,826,CreateCreature,BDTEAM42,cre,1
BD3000.BCS,827,CreateCreature,BDTEAM43,cre,1
BD3000.BCS,828,CreateCreature,BDAUZIEL,cre,1
BD3000.BCS,829,CreateCreature,BDTEAM31,cre,1
BD3000.BCS,830,CreateCreature,BDTEAM32,cre,1
BD3000.BCS,831,CreateCreature,BDTEAM33,cre,1
BD3000.BCS,832,CreateCreature,BDANDRUS,cre,1
BD3000.BCS,833,CreateCreature,BDKEG,cre,1
BD3000.BCS,836,CreateCreature,BDKEG2,cre,1
BD3000.BCS,852,CreateCreature,BDDEEP2,cre,1
BD3000.BCS,853,CreateCreature,BDTEAM53,cre,1
BD3000.BCS,854,CreateCreature,BDTEAM51,cre,1
BD3000.BCS,855,CreateCreature,BDTEAM52,cre,1
BD3000.BCS,867,CreateCreature,BDTEAM60,cre,1
BD3000.BCS,868,CreateCreature,BDTEAM62,cre,1
BD3000.BCS,869,CreateCreature,BDTEAM63,cre,1
BD3000.BCS,870,CreateCreature,BDTEAM61,cre,1
BD3000.BCS,886,CreateCreature,BDTAIEL2,cre,1
BD3000.BCS,899,CreateCreature,BDTAIEL2,cre,1
BD3000.BCS,911,CreateCreature,BDGARRO2,cre,1
BD3000.BCS,923,CreateCreature,BDGARRO2,cre,1
BD3000.BCS,937,CreateCreature,BDZIDRA2,cre,1
BD3000.BCS,947,CreateCreature,BDTEAM34,cre,1
BD3000.BCS,959,CreateCreature,CUTSPY,cre,1
BD3000.BCS,1020,CreateCreature,BDMESSE1,cre,1
BD3000.BCS,1024,CreateCreature,CUTSPY,cre,1
BD3000.BCS,1038,CreateCreature,BDMESSE2,cre,1
BD3000.BCS,1041,CreateCreature,CUTSPY,cre,1
BD3000.BCS,1056,CreateCreature,BDMESSE3,cre,1
BD3000.BCS,1060,CreateCreature,CUTSPY,cre,1
BD3000.BCS,1085,CreateCreature,BDWAVE46,cre,1
BD3000.BCS,1086,CreateCreature,BDWAVE47,cre,1
BD3000.BCS,1087,CreateCreature,BDGRIMGO,cre,1
BD3000.BCS,1088,CreateCreature,BDWAVE45,cre,1
BD3000.BCS,1089,CreateCreature,BDWAVE41,cre,1
BD3000.BCS,1090,CreateCreature,BDWAVE43,cre,1
BD3000.BCS,1091,CreateCreature,BDWAVE42,cre,1
BD3000.BCS,1092,CreateCreature,BDWAVE44,cre,1
BD3000.BCS,1174,CreateCreature,BDWAVE53,cre,1
BD3000.BCS,1178,CreateCreature,BDWAVE50,cre,1
BD3000.BCS,1182,CreateCreature,BDWAVE54,cre,1
BD3000.BCS,1186,CreateCreature,BDWAVE51,cre,1
BD3000.BCS,1190,CreateCreature,BDWAVE52,cre,1
BD3000.BCS,1247,CreateCreature,BDWAVE21,cre,1
BD3000.BCS,1248,CreateCreature,BDWAVE22,cre,1
BD3000.BCS,1249,CreateCreature,BDWAVE23,cre,1
BD3000.BCS,1250,CreateCreature,BDWAVE24,cre,1
BD3000.BCS,1251,CreateCreature,BDWAVE25,cre,1
BD3000.BCS,1252,CreateCreature,BDCUVIER,cre,1
BD3000.BCS,1253,CreateCreature,BDWAVE26,cre,1
BD3000.BCS,1265,CreateCreature,BDWAVE21,cre,1
BD3000.BCS,1266,CreateCreature,BDWAVE22,cre,1
BD3000.BCS,1267,CreateCreature,BDWAVE23,cre,1
BD3000.BCS,1268,CreateCreature,BDWAVE24,cre,1
BD3000.BCS,1269,CreateCreature,BDWAVE25,cre,1
BD3000.BCS,1270,CreateCreature,BDCUVIER,cre,1
BD3000.BCS,1271,CreateCreature,BDWAVE26,cre,1
BD3000.BCS,1272,CreateCreature,BDWAVE27,cre,1
BD3000.BCS,1273,CreateCreature,BDWAVE28,cre,1
BD3000.BCS,1285,CreateCreature,BDWAVE31,cre,1
BD3000.BCS,1286,CreateCreature,BDWAVE32,cre,1
BD3000.BCS,1287,CreateCreature,BDWAVE35,cre,1
BD3000.BCS,1288,CreateCreature,BDWAVE34,cre,1
BD3000.BCS,1289,CreateCreature,BDRHAYLA,cre,1
BD3000.BCS,1290,CreateCreature,BDWAVE33,cre,1
BD3000.BCS,1291,CreateCreature,BDWAVE35,cre,1
BD3000.BCS,1292,CreateCreature,BDWAVE31,cre,1
BD3000.BCS,1293,CreateCreature,BDWAVE32,cre,1
BD3000.BCS,1294,CreateCreature,BDWAVE33,cre,1
BD3000.BCS,1295,CreateCreature,BDWAVE31,cre,1
BD3000.BCS,1296,CreateCreature,BDWAVE32,cre,1
BD3000.BCS,1297,CreateCreature,BDWAVE34,cre,1
BD3000.BCS,1298,CreateCreature,BDWAVE35,cre,1
BD3000.BCS,1310,CreateCreature,BDWAVE31,cre,1
BD3000.BCS,1311,CreateCreature,BDWAVE32,cre,1
BD3000.BCS,1312,CreateCreature,BDWAVE35,cre,1
BD3000.BCS,1313,CreateCreature,BDWAVE34,cre,1
BD3000.BCS,1314,CreateCreature,BDRHAYLA,cre,1
BD3000.BCS,1315,CreateCreature,BDWAVE33,cre,1
BD3000.BCS,1316,CreateCreature,BDWAVE35,cre,1
BD3000.BCS,1317,CreateCreature,BDWAVE31,cre,1
BD3000.BCS,1318,CreateCreature,BDWAVE32,cre,1
BD3000.BCS,1319,CreateCreature,BDWAVE33,cre,1
BD3000.BCS,1320,CreateCreature,BDWAVE31,cre,1
BD3000.BCS,1321,CreateCreature,BDWAVE32,cre,1
BD3000.BCS,1322,CreateCreature,BDWAVE34,cre,1
BD3000.BCS,1323,CreateCreature,BDWAVE35,cre,1
BD3000.BCS,1324,CreateCreature,BDWAVE36,cre,1
BD3000.BCS,1325,CreateCreature,BDWAVE36,cre,1
BD3000.BCS,1336,CreateCreature,BDGRIMGO,cre,1
BD3000.BCS,1337,CreateCreature,BDWAVE45,cre,1
BD3000.BCS,1338,CreateCreature,BDWAVE47,cre,1
BD3000.BCS,1339,CreateCreature,BDWAVE46,cre,1
BD3000.BCS,1340,CreateCreature,BDWAVE41,cre,1
BD3000.BCS,1341,CreateCreature,BDWAVE42,cre,1
BD3000.BCS,1342,CreateCreature,BDWAVE43,cre,1
BD3000.BCS,1343,CreateCreature,BDWAVE44,cre,1
BD3000.BCS,1357,CreateCreature,BDNEDERL,cre,1
BD3000.BCS,1399,CreateCreature,BDJEGG2,cre,1
BD3000.BCS,1411,CreateCreature,BDSORALI,cre,1
BD3000.BCS,1412,CreateCreature,BDPETSG2,cre,1
BD3000.BCS,1413,CreateCreature,BDREFX9,cre,1
BD3000.BCS,1414,CreateCreature,BDREFX10,cre,1
BD3000.BCS,1415,CreateCreature,BDREFY10,cre,1
BD3000.BCS,1416,CreateCreature,BDREFY10,cre,1
BD3000.BCS,1634,CreateCreature,BDOPHYLL,cre,1
BD3000.BCS,1643,CreateCreature,BDWTR47,cre,1
BD3000.BCS,1646,CreateCreature,BDWTR57,cre,1
BD3000.BCS,1649,CreateCreature,BDDAGF47,cre,1
BD3000.BCS,1652,CreateCreature,BDDAGF57,cre,1
BD3000.BCS,1688,CreateCreature,BDWTR90,cre,1
BD3000.BCS,1693,CreateCreature,BDFIST83,cre,1
BD3000.BCS,1698,CreateCreature,BDDAGF72,cre,1
BD3000.BCS,1703,CreateCreature,BDWTR92,cre,1
BD3000.BCS,1708,CreateCreature,BDWTR93,cre,1
BD3000.BCS,1713,CreateCreature,BDFIST84,cre,1
BD3000.BCS,1718,CreateCreature,BDWTR94,cre,1
BD3000.BCS,1723,CreateCreature,BDDAGF70,cre,1
BD3000.BCS,1728,CreateCreature,BDFIST85,cre,1
BD3000.BCS,1733,CreateCreature,BDWTR91,cre,1
BD3000.BCS,1738,CreateCreature,BDWTR90,cre,1
BD3000.BCS,1743,CreateCreature,BDFIST86,cre,1
BD3000.BCS,1748,CreateCreature,BDWTR95,cre,1
BD3000.BCS,1753,CreateCreature,BDWTR91,cre,1
BD3000.BCS,1758,CreateCreature,BDWTR92,cre,1
BD3000.BCS,1763,CreateCreature,BDDAGF71,cre,1
BD3000.BCS,1768,CreateCreature,BDWTR93,cre,1
BD3000.BCS,1773,CreateCreature,BDWTR94,cre,1
BD3000.BCS,1786,CreateCreature,BDCATAPU,cre,1
BD3000.BCS,1790,CreateCreature,BDCATAPU,cre,1
BD3000.BCS,1794,CreateCreature,BDCATAPU,cre,1
BD3000.BCS,1798,CreateCreature,BDCATAPU,cre,1
BD3000.BCS,1802,CreateCreature,BDCATAPU,cre,1
BD3000.BCS,1806,CreateCreature,BDCATAPU,cre,1
BD3000.BCS,1810,CreateCreature,BDCATAPU,cre,1
BD3000.BCS,1814,CreateCreature,BDCATAPU,cre,1
BD3000.BCS,1818,CreateCreature,BDCATAPU,cre,1
BD3000.BCS,1822,CreateCreature,BDCATAPU,cre,1
BD3000.BCS,1833,CreateCreature,BDWTR46,cre,1
BD3000.BCS,1838,CreateCreature,BDFIST92,cre,1
BD3000.BCS,1843,CreateCreature,BDDAGF54,cre,1
BD3000.BCS,1848,CreateCreature,BDWTR53,cre,1
BD3000.BCS,1853,CreateCreature,BDFIST97,cre,1
BD3000.BCS,1858,CreateCreature,BDWTR50,cre,1
BD3000.BCS,1863,CreateCreature,BDDAGF40,cre,1
BD3000.BCS,1868,CreateCreature,BDFIST98,cre,1
BD3000.BCS,1873,CreateCreature,BDWTR42,cre,1
BD3000.BCS,1878,CreateCreature,BDFIST91,cre,1
BD3000.BCS,1883,CreateCreature,BDDAGF50,cre,1
BD3000.BCS,1888,CreateCreature,BDWTR51,cre,1
BD3000.BCS,1902,CreateCreature,BDFIST91,cre,1
BD3000.BCS,1907,CreateCreature,BDFIST92,cre,1
BD3000.BCS,1912,CreateCreature,BDFIST93,cre,1
BD3000.BCS,1917,CreateCreature,BDFIST94,cre,1
BD3000.BCS,1922,CreateCreature,BDFIST95,cre,1
BD3000.BCS,1927,CreateCreature,BDFIST96,cre,1
