cre_key,index,item,flags_hex,undroppable,charges1,charges2,charges3
BDNEDERL,3,BDRING06,0x0000000A,1,0,0,0
BDNEDERL,4,MINHP1,0x0000000A,1,0,0,0
BDNEDERL,5,HAMM08,0x00000000,0,0,0,0
BDNEDERL,6,UNIFLAM,0x00000000,0,0,0,0
BDNEDERL,7,POTN52,0x00000000,0,2,0,0
BDNEDERL,8,POTN17,0x00000000,0,2,0,0
BDNEDERL,9,POTN21,0x00000000,0,1,0,0
BDNEDERL,10,DW#HASPT,0x00000000,0,0,0,0
BDNEDERL,11,DW#RND14,0x00000000,0,0,0,0
BDNEDERL,12,DW#RND28,0x00000000,0,0,0,0
BDSTONEH,0,HELM15_,0x00000000,0,0,0,0
BDSTONEH,1,PLAT04,0x00000008,1,0,0,0
BDSTONEH,2,SHLD04A,0x00000000,0,0,0,0
BDSTONEH,3,MINHP1,0x00000000,0,0,0,0
BDSTONEH,4,AX1H05,0x00000000,0,0,0,0
BDSTONEH,5,AX1H11,0x00000000,0,0,999,0
BDSTONEH,6,UNIDAGG,0x00000000,0,0,0,0
BDSTONEH,7,POTN52,0x00000000,0,2,0,0
BDSTONEH,8,POTN34,0x00000002,0,1,0,0
BDSTONEH,9,POTN05,0x00000000,0,1,0,0
BDSTONEH,10,POTN26,0x00000000,0,1,0,0
BDSTONEH,11,POTN52,0x00000000,0,1,0,0
BDSTONEH,12,DW#HASPT,0x00000000,0,0,0,0
BDDELANC,0,HELM03,0x00000000,0,0,0,0
BDDELANC,1,PLAT04,0x00000000,0,0,0,0
BDDELANC,2,RING07,0x00000000,0,0,0,0
BDDELANC,3,MINHP1,0x0000000A,1,0,0,0
BDDELANC,4,XBOW07,0x00000000,0,0,0,0
BDDELANC,5,SW2H11,0x00000000,0,0,0,0
BDDELANC,6,BOLT06,0x00000000,0,80,0,0
BDDELANC,7,QUIVER02,0x00000000,0,1,0,0
BDDELANC,8,UNIWATER,0x00000000,0,0,0,0
BDDELANC,9,POTN52,0x00000000,0,5,0,0
BDDELANC,10,POTN09,0x00000000,0,1,0,0
BDDELANC,11,POTN34,0x00000000,0,1,0,0
BDDELANC,12,POTN09,0x00000000,0,1,0,0
BDDELANC,13,POTN34,0x00000000,0,1,0,0
BDDELANC,14,DW#HASPT,0x00000000,0,0,0,0
BDSIMONE,0,HELM13,0x00000000,0,0,0,0
BDSIMONE,1,CHAN05,0x00000000,0,0,0,0
BDSIMONE,2,SW1H05,0x00000000,0,0,0,0
BDSIMONE,3,XBOW02,0x00000000,0,0,0,0
BDSIMONE,4,BOLT06,0x00000000,0,40,0,0
BDSIMONE,5,BOLT02,0x00000000,0,40,0,0
BDSIMONE,6,POTN52,0x00000000,0,3,0,0
BDSIMONE,7,POTN09,0x00000000,0,1,0,0
BDSIMONE,8,UNIWATER,0x00000000,0,0,0,0
BDSIMONE,9,DW#HASPT,0x00000000,0,0,0,0
BDSIMONE,10,DW#RND11,0x00000000,0,0,0,0
BDHELVDA,0,HELM09,0x00000000,0,0,0,0
BDHELVDA,1,CHAN04,0x00000000,0,0,0,0
BDHELVDA,2,SHLD01A,0x00000000,0,0,0,0
BDHELVDA,3,AX1H01,0x00000000,0,0,999,0
BDHELVDA,4,POTN08,0x00000000,0,1,0,0
BDHELVDA,5,UNIFLAM,0x00000000,0,0,0,0
BDHELVDA,6,DW#HASPT,0x00000000,0,0,0,0
BDHELVDA,7,DW#RND12,0x00000000,0,0,0,0
BDHELVDA,8,DW#RND26,0x00000000,0,0,0,0
BDWTR61,0,WAND06,0x00000000,0,5,0,0
BDWTR61,1,WAND02,0x00000000,0,5,0,0
BDWTR61,2,POTN52,0x00000000,0,2,0,0
BDWTR61,3,UNIWATER,0x00000000,0,0,0,0
BDWTR61,4,AROW04,0x00000000,0,80,0,0
BDWTR61,5,DART03,0x00000000,0,80,0,0
BDWTR61,6,SW1H05,0x00000000,0,0,0,0
BDWTR61,7,BOW02,0x00000000,0,0,0,0
BDWTR61,8,DW#HASPT,0x00000000,0,0,0,0
BDWTR61,9,DW#RND25,0x00000000,0,0,0,0
BDWTR40,0,HELM13,0x00000000,0,0,0,0
BDWTR40,1,CHAN04,0x00000000,0,0,0,0
BDWTR40,2,HALB01,0x00000000,0,0,0,0
BDWTR40,3,POTN08,0x00000000,0,1,0,0
BDWTR40,4,UNIWATER,0x00000000,0,0,0,0
BDWTR40,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR40,6,DW#RND12,0x00000000,0,0,0,0
BDWTR40,7,DW#RND26,0x00000000,0,0,0,0
BDWTR41,0,HELM13,0x00000000,0,0,0,0
BDWTR41,1,CHAN04,0x00000000,0,0,0,0
BDWTR41,2,HALB01,0x00000000,0,0,0,0
BDWTR41,3,POTN08,0x00000000,0,1,0,0
BDWTR41,4,UNIWATER,0x00000000,0,0,0,0
BDWTR41,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR41,6,DW#RND12,0x00000000,0,0,0,0
BDWTR41,7,DW#RND26,0x00000000,0,0,0,0
BDWTR52,0,HELM13,0x00000000,0,0,0,0
BDWTR52,1,CHAN04,0x00000000,0,0,0,0
BDWTR52,2,HALB01,0x00000000,0,0,0,0
BDWTR52,3,POTN08,0x00000000,0,1,0,0
BDWTR52,4,UNIWATER,0x00000000,0,0,0,0
BDWTR52,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR52,6,DW#RND12,0x00000000,0,0,0,0
BDWTR52,7,DW#RND25,0x00000000,0,0,0,0
BDWTR51,0,HELM13,0x00000000,0,0,0,0
BDWTR51,1,CHAN04,0x00000000,0,0,0,0
BDWTR51,2,HALB01,0x00000000,0,0,0,0
BDWTR51,3,POTN08,0x00000000,0,1,0,0
BDWTR51,4,UNIWATER,0x00000000,0,0,0,0
BDWTR51,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR51,6,DW#RND11,0x00000000,0,0,0,0
BDWTR51,7,DW#RND26,0x00000000,0,0,0,0
BDWTR43,0,HELM13,0x00000000,0,0,0,0
BDWTR43,1,CHAN04,0x00000000,0,0,0,0
BDWTR43,2,SW1H04,0x00000000,0,0,0,0
BDWTR43,3,POTN08,0x00000000,0,1,0,0
BDWTR43,4,UNIWATER,0x00000000,0,0,0,0
BDWTR43,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR43,6,DW#RND12,0x00000000,0,0,0,0
BDWTR43,7,DW#RND26,0x00000000,0,0,0,0
BDWTR56,0,HELM13,0x00000000,0,0,0,0
BDWTR56,1,CHAN04,0x00000000,0,0,0,0
BDWTR56,2,HAMM01,0x00000000,0,0,0,0
BDWTR56,3,POTN08,0x00000000,0,1,0,0
BDWTR56,4,UNIWATER,0x00000000,0,0,0,0
BDWTR56,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR56,6,DW#RND12,0x00000000,0,0,0,0
BDWTR56,7,DW#RND26,0x00000000,0,0,0,0
BDWTR53,0,HELM13,0x00000000,0,0,0,0
BDWTR53,1,CHAN04,0x00000000,0,0,0,0
BDWTR53,2,BOW03,0x00000000,0,0,0,0
BDWTR53,3,AROW01,0x00000000,0,0,0,0
BDWTR53,4,POTN08,0x00000000,0,1,0,0
BDWTR53,5,UNIWATER,0x00000000,0,0,0,0
BDWTR53,6,DW#HASPT,0x00000000,0,0,0,0
BDWTR53,7,DW#RND12,0x00000000,0,0,0,0
BDWTR53,8,DW#RND26,0x00000000,0,0,0,0
BDWTR45,0,HELM13,0x00000000,0,0,0,0
BDWTR45,1,CHAN04,0x00000000,0,0,0,0
BDWTR45,2,HALB01,0x00000000,0,0,0,0
BDWTR45,3,POTN08,0x00000000,0,1,0,0
BDWTR45,4,UNIWATER,0x00000000,0,0,0,0
BDWTR45,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR45,6,DW#RND11,0x00000000,0,0,0,0
BDWTR45,7,DW#RND26,0x00000000,0,0,0,0
BDWTR42,0,HELM13,0x00000000,0,0,0,0
BDWTR42,1,CHAN04,0x00000000,0,0,0,0
BDWTR42,2,HALB01,0x00000000,0,0,0,0
BDWTR42,3,POTN08,0x00000000,0,1,0,0
BDWTR42,4,UNIWATER,0x00000000,0,0,0,0
BDWTR42,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR42,6,DW#RND12,0x00000000,0,0,0,0
BDWTR42,7,DW#RND26,0x00000000,0,0,0,0
BDWTR55,0,HELM13,0x00000000,0,0,0,0
BDWTR55,1,CHAN04,0x00000000,0,0,0,0
BDWTR55,2,HAMM01,0x00000000,0,0,0,0
BDWTR55,3,POTN08,0x00000000,0,1,0,0
BDWTR55,4,UNIWATER,0x00000000,0,0,0,0
BDWTR55,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR55,6,DW#RND12,0x00000000,0,0,0,0
BDWTR55,7,DW#RND26,0x00000000,0,0,0,0
BDWTR46,0,HELM13,0x00000000,0,0,0,0
BDWTR46,1,CHAN04,0x00000000,0,0,0,0
BDWTR46,2,HAMM01,0x00000000,0,0,0,0
BDWTR46,3,POTN08,0x00000000,0,1,0,0
BDWTR46,4,UNIWATER,0x00000000,0,0,0,0
BDWTR46,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR46,6,DW#RND11,0x00000000,0,0,0,0
BDWTR46,7,DW#RND26,0x00000000,0,0,0,0
BDWTR50,0,HELM13,0x00000000,0,0,0,0
BDWTR50,1,CHAN04,0x00000000,0,0,0,0
BDWTR50,2,HALB01,0x00000000,0,0,0,0
BDWTR50,3,POTN08,0x00000000,0,1,0,0
BDWTR50,4,UNIWATER,0x00000000,0,0,0,0
BDWTR50,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR50,6,DW#RND12,0x00000000,0,0,0,0
BDWTR50,7,DW#RND25,0x00000000,0,0,0,0
BDWTR54,0,HELM13,0x00000000,0,0,0,0
BDWTR54,1,CHAN04,0x00000000,0,0,0,0
BDWTR54,2,SW1H04,0x00000000,0,0,0,0
BDWTR54,3,POTN08,0x00000000,0,1,0,0
BDWTR54,4,UNIWATER,0x00000000,0,0,0,0
BDWTR54,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR54,6,DW#RND12,0x00000000,0,0,0,0
BDWTR54,7,DW#RND26,0x00000000,0,0,0,0
BDWTR44,0,HELM13,0x00000000,0,0,0,0
BDWTR44,1,CHAN04,0x00000000,0,0,0,0
BDWTR44,2,BOW03,0x00000000,0,0,0,0
BDWTR44,3,AROW01,0x00000000,0,0,0,0
BDWTR44,4,POTN08,0x00000000,0,1,0,0
BDWTR44,5,UNIWATER,0x00000000,0,0,0,0
BDWTR44,6,DW#HASPT,0x00000000,0,0,0,0
BDWTR44,7,DW#RND12,0x00000000,0,0,0,0
BDWTR44,8,DW#RND26,0x00000000,0,0,0,0
BDDAGF50,0,HELM15_,0x00000000,0,0,0,0
BDDAGF50,1,CHAN04,0x00000000,0,0,0,0
BDDAGF50,2,HALB01,0x00000000,0,0,0,0
BDDAGF50,3,POTN08,0x00000000,0,1,0,0
BDDAGF50,4,UNIDAGG,0x00000000,0,0,0,0
BDDAGF50,5,DW#HASPT,0x00000000,0,0,0,0
BDDAGF50,6,DW#RND12,0x00000000,0,0,0,0
BDDAGF50,7,DW#RND26,0x00000000,0,0,0,0
BDDAGF54,0,HELM15_,0x00000000,0,0,0,0
BDDAGF54,1,CHAN04,0x00000000,0,0,0,0
BDDAGF54,2,SW1H07,0x00000000,0,0,0,0
BDDAGF54,3,POTN08,0x00000000,0,1,0,0
BDDAGF54,4,UNIDAGG,0x00000000,0,0,0,0
BDDAGF54,5,DW#HASPT,0x00000000,0,0,0,0
BDDAGF54,6,DW#RND12,0x00000000,0,0,0,0
BDDAGF54,7,DW#RND26,0x00000000,0,0,0,0
BDDAGF40,0,HELM15_,0x00000000,0,0,0,0
BDDAGF40,1,CHAN04,0x00000000,0,0,0,0
BDDAGF40,2,HALB01,0x00000000,0,0,0,0
BDDAGF40,3,POTN08,0x00000000,0,1,0,0
BDDAGF40,4,UNIDAGG,0x00000000,0,0,0,0
BDDAGF40,5,DW#HASPT,0x00000000,0,0,0,0
BDDAGF40,6,DW#RND12,0x00000000,0,0,0,0
BDDAGF40,7,DW#RND26,0x00000000,0,0,0,0
BDDAGF52,0,HELM15_,0x00000000,0,0,0,0
BDDAGF52,1,CHAN04,0x00000000,0,0,0,0
BDDAGF52,2,HALB01,0x00000000,0,0,0,0
BDDAGF52,3,POTN08,0x00000000,0,1,0,0
BDDAGF52,4,UNIDAGG,0x00000000,0,0,0,0
BDDAGF52,5,DW#HASPT,0x00000000,0,0,0,0
BDDAGF52,6,DW#RND12,0x00000000,0,0,0,0
BDDAGF52,7,DW#RND25,0x00000000,0,0,0,0
BDDAGF51,0,HELM15_,0x00000000,0,0,0,0
BDDAGF51,1,CHAN04,0x00000000,0,0,0,0
BDDAGF51,2,HALB01,0x00000000,0,0,0,0
BDDAGF51,3,POTN08,0x00000000,0,1,0,0
BDDAGF51,4,UNIDAGG,0x00000000,0,0,0,0
BDDAGF51,5,DW#HASPT,0x00000000,0,0,0,0
BDDAGF51,6,DW#RND12,0x00000000,0,0,0,0
BDDAGF51,7,DW#RND26,0x00000000,0,0,0,0
BDDAGF46,0,HELM15_,0x00000000,0,0,0,0
BDDAGF46,1,CHAN04,0x00000000,0,0,0,0
BDDAGF46,2,HAMM01,0x00000000,0,0,0,0
BDDAGF46,3,POTN08,0x00000000,0,1,0,0
BDDAGF46,4,UNIDAGG,0x00000000,0,0,0,0
BDDAGF46,5,DW#HASPT,0x00000000,0,0,0,0
BDDAGF46,6,DW#RND11,0x00000000,0,0,0,0
BDDAGF46,7,DW#RND26,0x00000000,0,0,0,0
BDDAGF53,0,HELM15_,0x00000000,0,0,0,0
BDDAGF53,1,CHAN04,0x00000000,0,0,0,0
BDDAGF53,2,SW1H07,0x00000000,0,0,0,0
BDDAGF53,3,POTN08,0x00000000,0,1,0,0
BDDAGF53,4,UNIDAGG,0x00000000,0,0,0,0
BDDAGF53,5,DW#HASPT,0x00000000,0,0,0,0
BDDAGF53,6,DW#RND12,0x00000000,0,0,0,0
BDDAGF53,7,DW#RND26,0x00000000,0,0,0,0
BDDAGF60,0,HELM15_,0x00000000,0,0,0,0
BDDAGF60,1,CHAN04,0x00000000,0,0,0,0
BDDAGF60,2,SW1H07,0x00000000,0,0,0,0
BDDAGF60,3,POTN08,0x00000000,0,1,0,0
BDDAGF60,4,UNIDAGG,0x00000000,0,0,0,0
BDDAGF60,5,DW#HASPT,0x00000000,0,0,0,0
BDDAGF60,6,DW#RND12,0x00000000,0,0,0,0
BDDAGF60,7,DW#RND26,0x00000000,0,0,0,0
BDDAGF59,0,HELM15_,0x00000000,0,0,0,0
BDDAGF59,1,CHAN04,0x00000000,0,0,0,0
BDDAGF59,2,HALB01,0x00000000,0,0,0,0
BDDAGF59,3,POTN08,0x00000000,0,1,0,0
BDDAGF59,4,UNIDAGG,0x00000000,0,0,0,0
BDDAGF59,5,DW#HASPT,0x00000000,0,0,0,0
BDDAGF59,6,DW#RND12,0x00000000,0,0,0,0
BDDAGF59,7,DW#RND25,0x00000000,0,0,0,0
BDDAGF49,0,HELM15_,0x00000000,0,0,0,0
BDDAGF49,1,CHAN04,0x00000000,0,0,0,0
BDDAGF49,2,HALB01,0x00000000,0,0,0,0
BDDAGF49,3,POTN08,0x00000000,0,1,0,0
BDDAGF49,4,UNIDAGG,0x00000000,0,0,0,0
BDDAGF49,5,DW#HASPT,0x00000000,0,0,0,0
BDDAGF49,6,DW#RND11,0x00000000,0,0,0,0
BDDAGF49,7,DW#RND26,0x00000000,0,0,0,0
BDWTR49,0,HELM13,0x00000000,0,0,0,0
BDWTR49,1,CHAN04,0x00000000,0,0,0,0
BDWTR49,2,SW1H04,0x00000000,0,0,0,0
BDWTR49,3,POTN08,0x00000000,0,1,0,0
BDWTR49,4,UNIWATER,0x00000000,0,0,0,0
BDWTR49,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR49,6,DW#RND11,0x00000000,0,0,0,0
BDWTR49,7,DW#RND25,0x00000000,0,0,0,0
BDFIST91,0,HELM09,0x00000008,1,0,0,0
BDFIST91,1,CHAN04,0x00000008,1,0,0,0
BDFIST91,2,SHLD01A,0x00000008,1,0,0,0
BDFIST91,3,SW1H04,0x00000008,1,0,0,0
BDFIST91,4,POTN08,0x00000008,1,1,0,0
BDFIST91,5,UNIFLAM,0x00000000,0,0,0,0
BDFIST91,6,DW#HASPT,0x00000000,0,0,0,0
BDFIST91,7,DW#RND12,0x00000000,0,0,0,0
BDFIST91,8,DW#RND26,0x00000000,0,0,0,0
BDFIST92,0,HELM09,0x00000008,1,0,0,0
BDFIST92,1,CHAN04,0x00000008,1,0,0,0
BDFIST92,2,SHLD01A,0x00000008,1,0,0,0
BDFIST92,3,SW1H04,0x00000008,1,0,0,0
BDFIST92,4,POTN08,0x00000008,1,1,0,0
BDFIST92,5,UNIFLAM,0x00000000,0,0,0,0
BDFIST92,6,DW#HASPT,0x00000000,0,0,0,0
BDFIST92,7,DW#RND12,0x00000000,0,0,0,0
BDFIST92,8,DW#RND26,0x00000000,0,0,0,0
BDFIST93,0,HELM09,0x00000008,1,0,0,0
BDFIST93,1,CHAN04,0x00000008,1,0,0,0
BDFIST93,2,SHLD01A,0x00000008,1,0,0,0
BDFIST93,3,SW1H04,0x00000008,1,0,0,0
BDFIST93,4,POTN08,0x00000008,1,1,0,0
BDFIST93,5,UNIFLAM,0x00000000,0,0,0,0
BDFIST93,6,DW#HASPT,0x00000000,0,0,0,0
BDFIST93,7,DW#RND12,0x00000000,0,0,0,0
BDFIST93,8,DW#RND26,0x00000000,0,0,0,0
BDFIST94,0,HELM09,0x00000008,1,0,0,0
BDFIST94,1,CHAN04,0x00000008,1,0,0,0
BDFIST94,2,SHLD01A,0x00000008,1,0,0,0
BDFIST94,3,SW1H04,0x00000008,1,0,0,0
BDFIST94,4,POTN08,0x00000008,1,1,0,0
BDFIST94,5,UNIFLAM,0x00000000,0,0,0,0
BDFIST94,6,DW#HASPT,0x00000000,0,0,0,0
BDFIST94,7,DW#RND12,0x00000000,0,0,0,0
BDFIST94,8,DW#RND26,0x00000000,0,0,0,0
BDFIST95,0,HELM09,0x00000008,1,0,0,0
BDFIST95,1,CHAN04,0x00000008,1,0,0,0
BDFIST95,2,SHLD01A,0x00000008,1,0,0,0
BDFIST95,3,SW1H04,0x00000008,1,0,0,0
BDFIST95,4,POTN08,0x00000008,1,1,0,0
BDFIST95,5,UNIFLAM,0x00000000,0,0,0,0
BDFIST95,6,DW#HASPT,0x00000000,0,0,0,0
BDFIST95,7,DW#RND12,0x00000000,0,0,0,0
BDFIST95,8,DW#RND25,0x00000000,0,0,0,0
BDFIST96,0,HELM09,0x00000008,1,0,0,0
BDFIST96,1,CHAN04,0x00000008,1,0,0,0
BDFIST96,2,SHLD01A,0x00000008,1,0,0,0
BDFIST96,3,SW1H04,0x00000008,1,0,0,0
BDFIST96,4,POTN08,0x00000008,1,1,0,0
BDFIST96,5,UNIFLAM,0x00000000,0,0,0,0
BDFIST96,6,DW#HASPT,0x00000000,0,0,0,0
BDFIST96,7,DW#RND11,0x00000000,0,0,0,0
BDFIST96,8,DW#RND26,0x00000000,0,0,0,0
BDDAGF42,0,HELM15_,0x00000000,0,0,0,0
BDDAGF42,1,CHAN04,0x00000000,0,0,0,0
BDDAGF42,2,HALB01,0x00000000,0,0,0,0
BDDAGF42,3,POTN08,0x00000000,0,1,0,0
BDDAGF42,4,UNIDAGG,0x00000000,0,0,0,0
BDDAGF42,5,DW#HASPT,0x00000000,0,0,0,0
BDDAGF42,6,DW#RND12,0x00000000,0,0,0,0
BDDAGF42,7,DW#RND26,0x00000000,0,0,0,0
BDWTR58A,0,HELM13,0x00000000,0,0,0,0
BDWTR58A,1,CHAN04,0x00000000,0,0,0,0
BDWTR58A,2,HALB01,0x00000000,0,0,0,0
BDWTR58A,3,POTN08,0x00000000,0,1,0,0
BDWTR58A,4,UNIWATER,0x00000000,0,0,0,0
BDWTR58A,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR58A,6,DW#RND12,0x00000000,0,0,0,0
BDWTR58A,7,DW#RND25,0x00000000,0,0,0,0
BDWTR58B,0,HELM13,0x00000000,0,0,0,0
BDWTR58B,1,CHAN04,0x00000000,0,0,0,0
BDWTR58B,2,HALB01,0x00000000,0,0,0,0
BDWTR58B,3,POTN08,0x00000000,0,1,0,0
BDWTR58B,4,UNIWATER,0x00000000,0,0,0,0
BDWTR58B,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR58B,6,DW#RND12,0x00000000,0,0,0,0
BDWTR58B,7,DW#RND25,0x00000000,0,0,0,0
BDWTR58C,0,HELM13,0x00000000,0,0,0,0
BDWTR58C,1,CHAN04,0x00000000,0,0,0,0
BDWTR58C,2,HALB01,0x00000000,0,0,0,0
BDWTR58C,3,POTN08,0x00000000,0,1,0,0
BDWTR58C,4,UNIWATER,0x00000000,0,0,0,0
BDWTR58C,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR58C,6,DW#RND12,0x00000000,0,0,0,0
BDWTR58C,7,DW#RND26,0x00000000,0,0,0,0
BDWTR48A,0,HELM13,0x00000000,0,0,0,0
BDWTR48A,1,CHAN04,0x00000000,0,0,0,0
BDWTR48A,2,HALB01,0x00000000,0,0,0,0
BDWTR48A,3,POTN08,0x00000000,0,1,0,0
BDWTR48A,4,UNIWATER,0x00000000,0,0,0,0
BDWTR48A,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR48A,6,DW#RND12,0x00000000,0,0,0,0
BDWTR48A,7,DW#RND25,0x00000000,0,0,0,0
BDWTR48B,0,HELM13,0x00000000,0,0,0,0
BDWTR48B,1,CHAN04,0x00000000,0,0,0,0
BDWTR48B,2,HALB01,0x00000000,0,0,0,0
BDWTR48B,3,POTN08,0x00000000,0,1,0,0
BDWTR48B,4,UNIWATER,0x00000000,0,0,0,0
BDWTR48B,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR48B,6,DW#RND12,0x00000000,0,0,0,0
BDWTR48B,7,DW#RND26,0x00000000,0,0,0,0
BDWTR48C,0,HELM13,0x00000000,0,0,0,0
BDWTR48C,1,CHAN04,0x00000000,0,0,0,0
BDWTR48C,2,HALB01,0x00000000,0,0,0,0
BDWTR48C,3,POTN08,0x00000000,0,1,0,0
BDWTR48C,4,UNIWATER,0x00000000,0,0,0,0
BDWTR48C,5,DW#HASPT,0x00000000,0,0,0,0
BDWTR48C,6,DW#RND12,0x00000000,0,0,0,0
BDWTR48C,7,DW#RND26,0x00000000,0,0,0,0
BDDSSEN2,0,HELM01,0x00000000,0,0,0,0
BDDSSEN2,1,PLAT01,0x00000008,1,0,0,0
BDDSSEN2,2,HALB01,0x00000008,1,1,0,0
BDDSSEN2,3,POTN08,0x00000000,0,1,0,0
BDDSSEN2,4,UNICAEL,0x00000000,0,0,0,0
BDDSSEN2,5,DW#HASPT,0x00000000,0,0,0,0
BDDSSEN2,6,DW#RND12,0x00000000,0,0,0,0
BDDSSEN2,7,DW#RND25,0x00000000,0,0,0,0
BDDSSEN,0,HELM01,0x00000008,1,0,0,0
BDDSSEN,1,PLAT10,0x00000000,0,0,0,0
BDDSSEN,2,SHLD04,0x00000000,0,0,0,0
BDDSSEN,3,SW1H05,0x00000000,0,1,0,0
BDDSSEN,4,UNICAEL2,0x00000000,0,0,0,0
BDDSSEN,5,POTN52,0x00000000,0,1,0,0
BDDSSEN,6,DW#HASPT,0x00000000,0,0,0,0
BDDSSEN,7,DW#RND12,0x00000000,0,0,0,0
BDDSSEN,8,DW#RND26,0x00000000,0,0,0,0
BDCRU118,0,LEAT10,0x00000008,1,0,0,0
BDCRU118,1,BOW03,0x00000008,1,1,0,0
BDCRU118,2,POTN08,0x00000000,0,1,0,0
BDCRU118,3,AX1H01,0x00000008,1,0,999,0
BDCRU118,4,AROW01,0x00000000,0,40,0,0
BDCRU118,5,UNICHILL,0x00000000,0,0,0,0
BDDSSEN1,0,HELM01,0x00000008,1,0,0,0
BDDSSEN1,1,CHAN01,0x00000008,1,0,0,0
BDDSSEN1,2,BOW03,0x00000008,1,1,0,0
BDDSSEN1,3,BLUN04,0x00000008,1,0,0,0
BDDSSEN1,4,AROW01,0x00000000,0,20,0,0
BDDSSEN1,5,POTN08,0x00000000,0,1,0,0
BDDSSEN1,6,UNICAEL,0x00000000,0,0,0,0
BDDSSEN1,7,DW#HASPT,0x00000000,0,0,0,0
BDDSSEN1,8,DW#RND11,0x00000000,0,0,0,0
BDDSSEN1,9,DW#RND26,0x00000000,0,0,0,0
BDDSSEN5,0,LEAT04,0x00000008,1,0,0,0
BDDSSEN5,1,SPER01,0x00000008,1,1,0,0
BDDSSEN5,2,DART03,0x00000000,0,10,0,0
BDDSSEN5,3,POTN08,0x00000000,0,1,0,0
BDDSSEN5,4,UNICAEL,0x00000000,0,0,0,0
BDDSSEN6,0,UNICAEL,0x00000000,0,0,0,0
BDDSSEN6,1,WAND04,0x00000000,0,3,0,0
BDDSSEN6,2,POTN52,0x00000000,0,1,0,0
BDDSSEN6,3,DART03,0x00000000,0,10,0,0
BDDSSEN6,4,SW1H05,0x00000000,0,1,0,0
BDDSSEN6,5,DW#HASPT,0x00000000,0,0,0,0
BDDSSEN6,6,DW#RND26,0x00000000,0,0,0,0
BDCRU117,0,BDHELM03,0x00000008,1,0,0,0
BDCRU117,1,LEAT04,0x00000008,1,0,0,0
BDCRU117,2,BOW03,0x00000008,1,0,0,0
BDCRU117,3,DAGG01,0x00000008,1,0,0,0
BDCRU117,4,AROW01,0x00000000,0,40,0,0
BDCRU117,5,UNICHILL,0x00000000,0,0,0,0
BDCRU117,6,POTN08,0x00000000,0,1,0,0
BDDSSEN3,0,HELM01,0x00000008,1,0,0,0
BDDSSEN3,1,PLAT01,0x00000000,0,0,0,0
BDDSSEN3,2,SHLD05A,0x00000000,0,0,0,0
BDDSSEN3,3,AX1H01,0x00000008,1,1,999,0
BDDSSEN3,4,AX1H04,0x00000000,0,5,0,0
BDDSSEN3,5,POTN08,0x00000000,0,2,0,0
BDDSSEN3,6,UNICAEL,0x00000000,0,0,0,0
BDDSSEN3,7,DW#HASPT,0x00000000,0,0,0,0
BDDSSEN3,8,DW#RND12,0x00000000,0,0,0,0
BDDSSEN3,9,DW#RND26,0x00000000,0,0,0,0
BDDSSEN4,0,BDHELM03,0x00000008,1,0,0,0
BDDSSEN4,1,LEAT10,0x00000008,1,0,0,0
BDDSSEN4,2,AX1H01,0x00000008,1,0,999,0
BDDSSEN4,3,AX1H01,0x00000008,1,1,999,0
BDDSSEN4,4,POTN08,0x00000000,0,2,0,0
BDDSSEN4,5,UNICAEL,0x00000000,0,0,0,0
BDDSSEN4,6,DW#HASPT,0x00000000,0,0,0,0
BDDSSEN4,7,DW#RND12,0x00000000,0,0,0,0
BDDSSEN4,8,DW#RND25,0x00000000,0,0,0,0
BDSKIE,0,LEAT08,0x00000001,0,0,0,0
BDSKIE,1,BOW05,0x00000001,0,0,0,0
BDSKIE,2,SW1H07,0x00000001,0,0,0,0
BDSKIE,3,AROW02,0x00000001,0,20,0,0
BDSKIE,4,AROW01,0x00000000,0,40,0,0
BDSKIE,5,POTN08,0x00000001,0,0,0,0
BDSKIE,6,MINHP1,0x0000000A,1,0,0,0
BDSKIE,7,DW#HASPT,0x00000000,0,0,0,0
BDSKIE,8,DW#RND17,0x00000000,0,0,0,0
BDSKIE,9,DW#RND37,0x00000000,0,0,0,0
BDCRUM31,0,BDHELM03,0x00000008,1,0,0,0
BDCRUM31,1,CHAN04,0x00000008,1,0,0,0
BDCRUM31,2,SW2H01,0x00000008,1,0,0,0
BDCRUM31,3,UNICHILL,0x00000000,0,0,0,0
BDCRUM31,4,POTN08,0x00000000,0,1,0,0
