area,index,actor_name,x,y,flags_hex,schedule_hex,scheduled_hours,schedule_active,hours,cre,actor_dialogue,actor_override,actor_general,actor_class,actor_race,actor_default,actor_specific,embedded_offset,embedded_size,cre_key,cre_status,cre_sha256,kill_xp,ea,name_strref,current_hp,max_hp,state_hex,state_dead,deathvar,dialogue,cre_override,cre_class,cre_race,cre_general,cre_default
BD0021,239,NobleWoman,748,1072,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF3,,,,,,,,0,0,BDNOBF3,ok,3631c1d33548425bf38a7d97b258f75718ed79db37a0d7fc8762a9799d158021,15,128,209420,8,8,0x00000000,0,BDNOBF3,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,240,NobleWoman,762,1113,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF4,,,,,,,,0,0,BDNOBF4,ok,30e30b5b586dab312cb095313120045fc046ac789367e7c5590363ad46eadc7b,15,128,209420,8,8,0x00000000,0,BDNOBF4,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,241,NobleWoman,14,724,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF5,,,,,,,,0,0,BDNOBF5,ok,598207bda0625f31d074bcdd90c40947140ec5bfb8b64dcd440464d2eeb4ba4d,15,128,209420,8,8,0x00000000,0,BDNOBF5,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,242,NobleWoman,26,751,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF5,,,,,,,,0,0,BDNOBF5,ok,598207bda0625f31d074bcdd90c40947140ec5bfb8b64dcd440464d2eeb4ba4d,15,128,209420,8,8,0x00000000,0,BDNOBF5,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,243,NobleWoman,983,804,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF6,,,,,,,,0,0,BDNOBF6,ok,11164bb376005b2de1014ede5667de0c3a402cecf0e62a9c24346583b9a961d5,15,128,209420,8,8,0x00000000,0,BDNOBF6,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,244,NobleWoman,858,1068,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF7,,,,,,,,0,0,BDNOBF7,ok,34b4a15660aeba137f9447a3ba68bb79ce0c56c9c6a5fc22368566152b3e2244,15,128,209420,8,8,0x00000000,0,BDNOBF7,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,245,NobleWoman,45,889,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF1,,,,,,,,0,0,BDNOBF1,ok,6fa86ba6c7e77ef75a40688506dfd24474a3d8482ccd55ef12851ae17e272342,15,128,209420,8,8,0x00000000,0,BDNOBF1,,BDCRWDF,NONE,NONE,NONE,NONE
BD0021,246,NobleWoman,37,770,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF2,,,,,,,,0,0,BDNOBF2,ok,02fb22e6445380834e9eb9783ac86e9b324d69f934211d6c9bf34318d5dc519c,15,128,209420,8,8,0x00000000,0,BDNOBF2,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,247,NobleWoman,659,1088,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF4,,,,,,,,0,0,BDNOBF4,ok,30e30b5b586dab312cb095313120045fc046ac789367e7c5590363ad46eadc7b,15,128,209420,8,8,0x00000000,0,BDNOBF4,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,248,NobleWoman,90,734,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF5,,,,,,,,0,0,BDNOBF5,ok,598207bda0625f31d074bcdd90c40947140ec5bfb8b64dcd440464d2eeb4ba4d,15,128,209420,8,8,0x00000000,0,BDNOBF5,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,249,NobleWoman,201,731,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF6,,,,,,,,0,0,BDNOBF6,ok,11164bb376005b2de1014ede5667de0c3a402cecf0e62a9c24346583b9a961d5,15,128,209420,8,8,0x00000000,0,BDNOBF6,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,250,NobleWoman,244,765,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF7,,,,,,,,0,0,BDNOBF7,ok,34b4a15660aeba137f9447a3ba68bb79ce0c56c9c6a5fc22368566152b3e2244,15,128,209420,8,8,0x00000000,0,BDNOBF7,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,251,NobleWoman,99,792,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF1,,,,,,,,0,0,BDNOBF1,ok,6fa86ba6c7e77ef75a40688506dfd24474a3d8482ccd55ef12851ae17e272342,15,128,209420,8,8,0x00000000,0,BDNOBF1,,BDCRWDF,NONE,NONE,NONE,NONE
BD0021,252,NobleWoman,579,1128,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF1,,,,,,,,0,0,BDNOBF1,ok,6fa86ba6c7e77ef75a40688506dfd24474a3d8482ccd55ef12851ae17e272342,15,128,209420,8,8,0x00000000,0,BDNOBF1,,BDCRWDF,NONE,NONE,NONE,NONE
BD0021,253,NobleWoman,171,714,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF1,,,,,,,,0,0,BDNOBF1,ok,6fa86ba6c7e77ef75a40688506dfd24474a3d8482ccd55ef12851ae17e272342,15,128,209420,8,8,0x00000000,0,BDNOBF1,,BDCRWDF,NONE,NONE,NONE,NONE
BD0021,254,NobleWoman,18,855,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF2,,,,,,,,0,0,BDNOBF2,ok,02fb22e6445380834e9eb9783ac86e9b324d69f934211d6c9bf34318d5dc519c,15,128,209420,8,8,0x00000000,0,BDNOBF2,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,255,NobleWoman,693,1092,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF1,,,,,,,,0,0,BDNOBF1,ok,6fa86ba6c7e77ef75a40688506dfd24474a3d8482ccd55ef12851ae17e272342,15,128,209420,8,8,0x00000000,0,BDNOBF1,,BDCRWDF,NONE,NONE,NONE,NONE
BD0021,256,NobleWoman,263,724,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF4,,,,,,,,0,0,BDNOBF4,ok,30e30b5b586dab312cb095313120045fc046ac789367e7c5590363ad46eadc7b,15,128,209420,8,8,0x00000000,0,BDNOBF4,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,257,NobleWoman,785,1162,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF7,,,,,,,,0,0,BDNOBF7,ok,34b4a15660aeba137f9447a3ba68bb79ce0c56c9c6a5fc22368566152b3e2244,15,128,209420,8,8,0x00000000,0,BDNOBF7,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,258,NobleWoman,827,1035,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF3,,,,,,,,0,0,BDNOBF3,ok,3631c1d33548425bf38a7d97b258f75718ed79db37a0d7fc8762a9799d158021,15,128,209420,8,8,0x00000000,0,BDNOBF3,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,259,NobleWoman,609,1033,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF6,,,,,,,,0,0,BDNOBF6,ok,11164bb376005b2de1014ede5667de0c3a402cecf0e62a9c24346583b9a961d5,15,128,209420,8,8,0x00000000,0,BDNOBF6,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,260,NobleWoman,771,1055,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF2,,,,,,,,0,0,BDNOBF2,ok,02fb22e6445380834e9eb9783ac86e9b324d69f934211d6c9bf34318d5dc519c,15,128,209420,8,8,0x00000000,0,BDNOBF2,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,261,NobleWoman,680,1161,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF2,,,,,,,,0,0,BDNOBF2,ok,02fb22e6445380834e9eb9783ac86e9b324d69f934211d6c9bf34318d5dc519c,15,128,209420,8,8,0x00000000,0,BDNOBF2,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,262,NobleMan,40,867,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM1,,,,,,,,0,0,BDNOBM1,ok,b19340338a7a66d88fdf69de7072e0957fd72cfe99e5ac2d7e270c5c6ab3e0e9,15,128,209418,8,8,0x00000000,0,BDNOBM1,,BDCRWDM,NONE,NONE,NONE,NONE
BD0021,263,NobleMan,808,1067,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM2,,,,,,,,0,0,BDNOBM2,ok,8d3aeea59090d8e5730ee79d1755e7a3097a5a6a4f9ffd822386a1208bc0018f,15,128,209418,8,8,0x00000000,0,BDNOBM2,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,264,NobleMan,215,711,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM3,,,,,,,,0,0,BDNOBM3,ok,526551047a5e274848c20b48d69bcc34291b680d0992f718c16940c57a9ea307,15,128,209418,8,8,0x00000000,0,BDNOBM3,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,265,NobleMan,42,739,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM4,,,,,,,,0,0,BDNOBM4,ok,17eea9cfe733252c3baea5842777fc8392e5947b6df5cec53e94c5d7e7c402ec,15,128,209418,8,8,0x00000000,0,BDNOBM4,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,266,NobleMan,152,809,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM5,,,,,,,,0,0,BDNOBM5,ok,073ada3f2b60bdc6553db861a196a1455d9a27c830e9351eac7a7e6710d618d9,15,128,209418,8,8,0x00000000,0,BDNOBM5,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,267,NobleMan,198,798,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM6,,,,,,,,0,0,BDNOBM6,ok,69bbea78ac319ae5436624a7d1fd9c476c0c267501962540645430aa31a1bbfd,15,128,209418,8,8,0x00000000,0,BDNOBM6,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,268,NobleMan,177,814,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM7,,,,,,,,0,0,BDNOBM7,ok,2592349b15f7df3c6e76708e71d7418b84fdeca37a87ec7b4d58ae1f07a24690,15,128,209418,8,8,0x00000000,0,BDNOBM7,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,269,NobleMan,67,758,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM1,,,,,,,,0,0,BDNOBM1,ok,b19340338a7a66d88fdf69de7072e0957fd72cfe99e5ac2d7e270c5c6ab3e0e9,15,128,209418,8,8,0x00000000,0,BDNOBM1,,BDCRWDM,NONE,NONE,NONE,NONE
BD0021,270,NobleMan,55,793,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM2,,,,,,,,0,0,BDNOBM2,ok,8d3aeea59090d8e5730ee79d1755e7a3097a5a6a4f9ffd822386a1208bc0018f,15,128,209418,8,8,0x00000000,0,BDNOBM2,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,271,NobleMan,604,1128,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM3,,,,,,,,0,0,BDNOBM3,ok,526551047a5e274848c20b48d69bcc34291b680d0992f718c16940c57a9ea307,15,128,209418,8,8,0x00000000,0,BDNOBM3,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,272,NobleMan,22,794,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM4,,,,,,,,0,0,BDNOBM4,ok,17eea9cfe733252c3baea5842777fc8392e5947b6df5cec53e94c5d7e7c402ec,15,128,209418,8,8,0x00000000,0,BDNOBM4,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,273,NobleMan,604,1170,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM5,,,,,,,,0,0,BDNOBM5,ok,073ada3f2b60bdc6553db861a196a1455d9a27c830e9351eac7a7e6710d618d9,15,128,209418,8,8,0x00000000,0,BDNOBM5,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,274,NobleMan,907,996,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM6,,,,,,,,0,0,BDNOBM6,ok,69bbea78ac319ae5436624a7d1fd9c476c0c267501962540645430aa31a1bbfd,15,128,209418,8,8,0x00000000,0,BDNOBM6,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,275,NobleMan,78,791,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM7,,,,,,,,0,0,BDNOBM7,ok,2592349b15f7df3c6e76708e71d7418b84fdeca37a87ec7b4d58ae1f07a24690,15,128,209418,8,8,0x00000000,0,BDNOBM7,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,276,NobleMan,235,736,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM2,,,,,,,,0,0,BDNOBM2,ok,8d3aeea59090d8e5730ee79d1755e7a3097a5a6a4f9ffd822386a1208bc0018f,15,128,209418,8,8,0x00000000,0,BDNOBM2,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,277,NobleMan,830,1136,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM6,,,,,,,,0,0,BDNOBM6,ok,69bbea78ac319ae5436624a7d1fd9c476c0c267501962540645430aa31a1bbfd,15,128,209418,8,8,0x00000000,0,BDNOBM6,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,278,NobleMan,138,820,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM4,,,,,,,,0,0,BDNOBM4,ok,17eea9cfe733252c3baea5842777fc8392e5947b6df5cec53e94c5d7e7c402ec,15,128,209418,8,8,0x00000000,0,BDNOBM4,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,279,NobleMan,215,781,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM4,,,,,,,,0,0,BDNOBM4,ok,17eea9cfe733252c3baea5842777fc8392e5947b6df5cec53e94c5d7e7c402ec,15,128,209418,8,8,0x00000000,0,BDNOBM4,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,280,NobleMan,890,1024,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM5,,,,,,,,0,0,BDNOBM5,ok,073ada3f2b60bdc6553db861a196a1455d9a27c830e9351eac7a7e6710d618d9,15,128,209418,8,8,0x00000000,0,BDNOBM5,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,281,NobleMan,626,1098,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM6,,,,,,,,0,0,BDNOBM6,ok,69bbea78ac319ae5436624a7d1fd9c476c0c267501962540645430aa31a1bbfd,15,128,209418,8,8,0x00000000,0,BDNOBM6,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,282,Commoner,649,1038,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDFATMAN,,,,,,,,0,0,BDFATMAN,ok,08cca4480cfd84f040afeb9ec7b3cb134332db4be06ba87f5fc3346081ba71cc,15,128,209430,8,8,0x00000000,0,BDFATMAN,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,283,Commoner,139,789,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDFATMAN,,,,,,,,0,0,BDFATMAN,ok,08cca4480cfd84f040afeb9ec7b3cb134332db4be06ba87f5fc3346081ba71cc,15,128,209430,8,8,0x00000000,0,BDFATMAN,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,284,Commoner,734,1190,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDFATMAN,,,,,,,,0,0,BDFATMAN,ok,08cca4480cfd84f040afeb9ec7b3cb134332db4be06ba87f5fc3346081ba71cc,15,128,209430,8,8,0x00000000,0,BDFATMAN,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,285,Commoner,247,700,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDFATMAN,,,,,,,,0,0,BDFATMAN,ok,08cca4480cfd84f040afeb9ec7b3cb134332db4be06ba87f5fc3346081ba71cc,15,128,209430,8,8,0x00000000,0,BDFATMAN,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,286,Commoner,589,1091,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDFATMAN,,,,,,,,0,0,BDFATMAN,ok,08cca4480cfd84f040afeb9ec7b3cb134332db4be06ba87f5fc3346081ba71cc,15,128,209430,8,8,0x00000000,0,BDFATMAN,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,287,Courtesan,719,1090,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDPROST1,,,,,,,,0,0,BDPROST1,ok,18bf95839553bf0771af134fb42f0a8713cc0e7d52043a2ff1e04b2572c7265e,15,128,209414,7,7,0x00000000,0,BDPROST1,BDPROST1,BDPROST1,,NONE,NONE,
BD0021,288,Courtesan,625,1066,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDPROST1,,,,,,,,0,0,BDPROST1,ok,18bf95839553bf0771af134fb42f0a8713cc0e7d52043a2ff1e04b2572c7265e,15,128,209414,7,7,0x00000000,0,BDPROST1,BDPROST1,BDPROST1,,NONE,NONE,
BD0021,289,Courtesan,796,1126,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDPROST1,,,,,,,,0,0,BDPROST1,ok,18bf95839553bf0771af134fb42f0a8713cc0e7d52043a2ff1e04b2572c7265e,15,128,209414,7,7,0x00000000,0,BDPROST1,BDPROST1,BDPROST1,,NONE,NONE,
BD0021,290,Courtesan,273,748,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDPROST1,,,,,,,,0,0,BDPROST1,ok,18bf95839553bf0771af134fb42f0a8713cc0e7d52043a2ff1e04b2572c7265e,15,128,209414,7,7,0x00000000,0,BDPROST1,BDPROST1,BDPROST1,,NONE,NONE,
BD0021,291,Horse,649,1179,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,HORSE,,,,,,,,0,0,HORSE,ok,5b6061bba5860000733669628aee8fa97c8b72085ad06e44d54883bb048eb674,1,128,6630,10,10,0x00000000,0,None,NONE,NONE,NONE,NONE,NONE,NONE
BD0021,292,Commoner Male,864,850,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDCOMM1,,,,,,,,0,0,BDCOMM1,ok,5e909cf46bb3b43b49d1917efd3b8f0562fdbd5bb20df240f79c440ee77b697e,15,128,209430,8,8,0x00000000,0,BDCOMM1,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,293,Commoner Male,1057,683,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDCOMM2,,,,,,,,0,0,BDCOMM2,ok,ede69d723d5463fb8223fa8bc5088118e8fdbbb7a99eba60f027fe0e832d550b,15,128,209430,8,8,0x00000000,0,BDCOMM2,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,294,Commoner Male,972,863,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDCOMM3,,,,,,,,0,0,BDCOMM3,ok,59de07f09d4b4928f911bed8ebc7287eca5bc98abe02a6c54ef2302323574e7f,15,128,209430,8,8,0x00000000,0,BDCOMM3,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,295,Commoner Male,972,863,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDCOMM4,,,,,,,,0,0,BDCOMM4,ok,657350d2f507d5d6ef4878ec185b68d0bca6715c50b6ebadeed45cad56740252,15,128,209430,8,8,0x00000000,0,BDCOMM4,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,296,Commoner Male,846,870,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDCOMM5,,,,,,,,0,0,BDCOMM5,ok,e757cc2496f0e6a48c7e2b47877e895c6c7c83ed4d0aa44aa8fe0e350cfec10d,15,128,209430,8,8,0x00000000,0,BDCOMM5,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,297,Commoner Male,832,898,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDCOMM6,,,,,,,,0,0,BDCOMM6,ok,8cd7855825fc7c5a743cc658c7a026e0898aa0ff3912a615ca6ff518aefce7a6,15,128,209430,8,8,0x00000000,0,BDCOMM6,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,298,Commoner Male,1034,687,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDCOMM7,,,,,,,,0,0,BDCOMM7,ok,712cc5910d68996469a1753ab40c5346d2ffed51ad0b6620a1aafc8c652d4a40,15,128,209430,8,8,0x00000000,0,BDCOMM7,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,299,Commoner Male,832,949,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDCOMM1,,,,,,,,0,0,BDCOMM1,ok,5e909cf46bb3b43b49d1917efd3b8f0562fdbd5bb20df240f79c440ee77b697e,15,128,209430,8,8,0x00000000,0,BDCOMM1,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,300,Commoner Male,972,798,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDCOMM2,,,,,,,,0,0,BDCOMM2,ok,ede69d723d5463fb8223fa8bc5088118e8fdbbb7a99eba60f027fe0e832d550b,15,128,209430,8,8,0x00000000,0,BDCOMM2,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,301,Commoner Male,898,886,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDCOMM3,,,,,,,,0,0,BDCOMM3,ok,59de07f09d4b4928f911bed8ebc7287eca5bc98abe02a6c54ef2302323574e7f,15,128,209430,8,8,0x00000000,0,BDCOMM3,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,302,Commoner Male,973,768,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDCOMM4,,,,,,,,0,0,BDCOMM4,ok,657350d2f507d5d6ef4878ec185b68d0bca6715c50b6ebadeed45cad56740252,15,128,209430,8,8,0x00000000,0,BDCOMM4,,BDCRWDE,NONE,NONE,NONE,NONE
BD0021,303,Commoner Male,875,927,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDCOMM5,,,,,,,,0,0,BDCOMM5,ok,e757cc2496f0e6a48c7e2b47877e895c6c7c83ed4d0aa44aa8fe0e350cfec10d,15,128,209430,8,8,0x00000000,0,BDCOMM5,,BDCRWDE,NONE,NONE,NONE,NONE
