area,index,region_name,type,x1,y1,x2,y2,destination,entrance,flags_hex,deactivated,trapped,script
BD2000,14,Old_well_info,1,752,748,832,822,,,0x00000000,0,0,
BD2000,15,Sdd224,0,334,260,351,290,,,0x00000000,0,0,
BD2000,16,Neera/voghiln Romance 1,0,532,1161,940,1529,,,0x00000000,0,1,BDROM07
BD2000,17,Dorn Romance 1,0,39,563,476,1313,,,0x00000000,0,1,BDROM08
BD2000,18,Teleport_outside,1,4235,1127,4376,1241,,,0x00000000,0,0,BDBFTELE
BD2000,19,Cyric_info,1,326,1135,501,1456,,,0x00000000,0,0,
BD2000,20,Bhaal_info,1,2049,1898,2226,2240,,,0x00000000,0,0,
BD2000,21,Bridgefort_inside,0,2735,802,3821,1883,,,0x00000002,0,1,BDFFCAMP
BD2000,22,Webtrap,0,4653,1928,4710,1992,,,0x00000008,0,1,GTWEB
BD2000,23,Trap_arrow_biting01,0,4565,3042,4718,3129,,,0x00000008,0,1,GTAR5
BD2000,24,Trap_arrow_biting02,0,4720,3091,4921,3133,,,0x00000008,0,1,GTAR5
BD2000,25,Infopoint26,1,3274,1194,3308,1243,,,0x00000000,0,0,
BD2000,26,Infopoint27,1,2788,1319,2857,1426,,,0x00000000,0,0,
BD2000,27,Infopoint28,1,2566,2382,2624,2420,,,0x00000000,0,0,
BD2000,28,Infopoint29,1,2401,1915,2616,2129,,,0x00000000,0,0,
BD2000,29,Infopoint30,1,1514,2779,1641,2865,,,0x00000000,0,0,
BD2000,30,Infopoint31,1,1220,2167,1622,2513,,,0x00000000,0,0,
BD2000,31,Infopoint32,1,932,1935,1351,2305,,,0x00000000,0,0,
BD2000,32,Infopoint33,1,651,1708,1046,2067,,,0x00000000,0,0,
BD2000,33,Infopoint34,1,452,1551,740,1819,,,0x00000000,0,0,
BD2000,34,Infopoint35,1,3572,948,3709,1089,,,0x00000000,0,0,
BD2000,35,Battlefield,0,2663,1823,3254,2106,,,0x00000000,0,0,BDTARGET
BD2000,36,Knockdown,0,2927,1448,3031,1556,,,0x00000000,0,0,BDTARGET
BD2000,37,Bridgefort_player_exit,0,2316,1926,3347,2405,,,0x00000000,0,0,BDEXITBF
BD2010,0,TranBD2000,2,240,750,462,935,BD2000,Exitbd2010,0x00000604,0,0,
BD2100,0,TranBD2000,2,246,1278,399,1472,BD2000,Exitbd2100,0x00000204,0,0,
BD2100,1,Bd2100gl,1,964,903,1057,996,,,0x00000500,1,0,BD2100GL
BD2100,2,Mural,1,110,678,287,827,,,0x00000000,0,0,
BD2100,3,Teleport_inside,1,1391,826,1532,939,,,0x00000000,0,0,BDBFTELE
BD2100,4,Infopoint05,1,1453,415,1544,486,,,0x00000000,0,0,
BD2100,5,Infopoint06,1,1726,1238,1843,1318,,,0x00000000,0,0,
BD3000,0,Allybase,0,1214,1803,1261,1846,,,0x00000000,0,0,
BD3000,1,Crusaderbase,0,1650,352,1686,382,,,0x00000000,0,0,
BD3000,2,Ff_camp,0,0,1,2559,1918,,,0x00000002,0,0,
BD3000,3,Npc_exit,0,1574,45,1611,75,,,0x00000000,0,0,
BD3000,4,Western_lane,0,536,1357,910,1912,,,0x00000002,0,0,BDSCLANE
BD3000,5,Central_lane,0,937,1179,1392,1433,,,0x00000002,0,0,BDSCLANE
BD3000,6,Eastern_lane,0,1445,1383,1935,1900,,,0x00000002,0,0,BDSCLANE
BD3000,7,Viconia Romance 2,0,681,147,2462,897,,,0x00000000,0,1,BDROM09
BD3000,8,Rasaad/safana Romance 3,0,92,910,2519,1415,,,0x00000000,0,1,BDROM10
BD3000,9,Infopoint10,1,525,90,573,200,,,0x00000000,0,0,
BD3000,10,Infopoint11,1,2298,1183,2350,1290,,,0x00000000,0,0,
BD3000,11,Infopoint12,1,2325,1122,2387,1220,,,0x00000000,0,0,
BD3000,12,Infopoint13,1,185,1029,229,1107,,,0x00000000,0,0,
BD3000,13,Infopoint14,1,366,1586,403,1657,,,0x00000000,0,0,
BD3000,14,Infopoint15,1,691,1347,746,1460,,,0x00000000,0,0,
BD3000,15,Infopoint16,1,732,1300,794,1396,,,0x00000000,0,0,
BD3000,16,Infopoint17,1,1023,1287,1083,1404,,,0x00000000,0,0,
BD3000,17,Infopoint18,1,1897,1536,1937,1659,,,0x00000000,0,0,
BD3000,18,Infopoint19,1,1126,1813,1160,1917,,,0x00000000,0,0,
BD3000,19,Infopoint20,1,1444,1732,1475,1854,,,0x00000000,0,0,
BD3000,20,Infopoint21,1,1844,802,1892,923,,,0x00000000,0,0,
BD3000,21,Infopoint22,1,1377,481,1425,568,,,0x00000000,0,0,
BD3000,22,Infopoint23,1,1397,369,1444,442,,,0x00000000,0,0,
BD3000,23,Infopoint24,1,1063,372,1107,454,,,0x00000000,0,0,
BD3000,24,Infopoint25,1,881,1379,966,1449,,,0x00000000,0,0,
BD4000,0,TransBD4100,2,4261,346,4423,525,BD4100,Exitbd4000,0x00000604,0,0,
BD4000,1,Dsc_gate_outer,0,865,2880,945,2960,,,0x00000000,0,0,BDDSGAT1
BD4000,2,Dsc_gate_inner,1,2750,1656,2847,1840,,,0x00000000,0,0,BDDSGAT2
BD4000,3,Wall_breach,1,2958,3276,3334,3449,,,0x00000000,0,0,BDDSWALL
BD4000,4,Duel_spot,0,1391,1774,1412,1793,,,0x00000000,0,0,
BD4000,5,Choke1,0,1356,1511,1378,1529,,,0x00000000,0,0,
BD4000,6,Choke2,0,1060,1679,1082,1697,,,0x00000000,0,0,
BD4000,7,Courtyard,0,2029,2705,2049,2727,,,0x00000000,0,0,
BD4000,8,Camp_arrival1,0,1315,2658,1344,2680,,,0x00000000,0,0,
BD4000,9,Camp_arrival2,0,2190,2174,2215,2195,,,0x00000000,0,0,
BD4000,10,Crusader_camp,0,1680,735,1704,754,,,0x00000000,0,0,
BD4000,11,Courtyard2,0,1618,2801,1639,2820,,,0x00000000,0,0,
BD4000,12,Inner_courtyard,0,2968,1664,2989,1685,,,0x00000000,0,0,
BD4000,13,Inner_courtyard2,0,3108,1476,3134,1497,,,0x00000100,1,0,
BD4000,14,Gate_sentry_point,0,881,2942,906,2963,,,0x00000000,0,0,
BD4000,15,Stone_icon,1,2051,987,2098,1023,,,0x00000000,0,0,
BD4000,16,Ff_camp,0,3,4,20,34,,,0x00000000,0,0,
BD4000,17,Npc_exit_road,0,40,3391,77,3421,,,0x00000000,0,0,
BD4000,18,Map_table,1,1723,2186,1871,2253,,,0x00000500,1,0,BDDSMAP
BD4000,19,Wine Barrels,1,1137,1133,1202,1199,,,0x00000400,0,1,BDSDD329
BD4000,20,Gate_proxy,0,2762,1813,2790,1839,,,0x00000000,0,0,
BD4000,21,Asha1,0,1084,1945,1121,1973,,,0x00000000,0,0,BDEXDUEL
BD4000,22,Asha2,0,1843,1634,1880,1662,,,0x00000000,0,0,BDEXDUEL
BD4000,23,Crus_arrival1,0,1136,2431,1165,2453,,,0x00000000,0,0,
BD4000,24,Crus_arrival2,0,2239,1908,2264,1929,,,0x00000000,0,0,
BD4000,25,Mdd1233a,1,1607,1023,2008,1228,,,0x00000100,1,0,BDFLEE
BD4000,26,Mdd1233b,1,1028,1003,1506,1225,,,0x00000100,1,0,BDFLEE
BD4000,27,Mdd1233c,1,2291,0,2842,122,,,0x00000100,1,0,BDFLEE
BD4000,28,Mdd1102,1,861,2785,956,2942,,,0x00000100,1,0,
BD4000,29,Mdd1205,1,861,2785,956,2942,,,0x00000100,1,0,
BD4000,30,Bark_mdd1246a,0,3955,926,3996,955,,,0x00000000,0,1,BDBARK01
BD4000,31,Lightningtrap,0,1438,1081,1616,1154,,,0x00000108,1,1,GTCL
BD4000,32,Infopoint33,1,3259,1235,3289,1299,,,0x00000000,0,0,
BD4000,33,Infopoint34,1,2255,2336,2547,2543,,,0x00000000,0,0,
BD4000,34,Infopoint35,1,3580,1585,3948,1842,,,0x00000000,0,0,
BD4000,35,Speartrap1,0,1252,2361,1284,2385,,,0x00000108,1,1,BDGSPEAR
BD4000,36,Speartrap2,0,1117,2336,1149,2360,,,0x00000108,1,1,BDGSPEAR
BD4000,37,Speartrap3,0,1203,2282,1235,2306,,,0x00000108,1,1,BDGSPEAR
BD4000,38,Speartrap4,0,1094,2228,1126,2252,,,0x00000108,1,1,BDGSPEAR
BD4000,39,Speartrap5,0,1215,2167,1247,2191,,,0x00000108,1,1,BDGSPEAR
BD4000,40,Speartrap6,0,1121,2119,1153,2143,,,0x00000108,1,1,BDGSPEAR
BD4000,41,Speartrap7,0,1287,2245,1319,2269,,,0x00000108,1,1,BDGSPEAR
BD4000,42,Speartrap8,0,1031,2151,1063,2175,,,0x00000108,1,1,BDGSPEAR
BD4000,43,Speartrap9,0,1010,2309,1042,2333,,,0x00000108,1,1,BDGSPEAR
BD4000,44,Speartrap10,0,1128,2026,1160,2050,,,0x00000108,1,1,BDGSPEAR
BD4000,45,Flamestriketrap1,0,962,1967,1213,2008,,,0x00000108,1,1,GTFS
BD4000,46,Hold_persontrap1,0,923,1773,1159,1830,,,0x00000108,1,1,GTHP
BD4100,0,TransBD4300,2,1758,666,1919,779,BD4300,Exitbd4100,0x00000204,0,0,
BD4100,1,TransBD4000,2,1538,323,1683,464,BD4000,Exitbd4100,0x00000204,0,0,
BD4100,2,Infopoint_Antlers,1,414,885,483,929,,,0x00000000,0,0,
BD4100,3,Infopoint_Decor,1,1074,1402,1187,1473,,,0x00000000,0,0,
BD4100,4,Infopoint_Doors,1,778,1195,1004,1383,,,0x00000000,0,0,
BD4100,5,Infopoint06,1,1024,399,1043,466,,,0x00000000,0,0,
BD4100,6,Infopoint07,1,791,548,813,613,,,0x00000000,0,0,
BD4100,7,Infopoint08,1,1140,1482,1220,1526,,,0x00000000,0,0,
BD4100,8,Infopoint09,1,1630,778,1701,826,,,0x00000000,0,0,
BD4300,0,BD5200Entrance,2,991,1909,1152,2015,BD5200,Bd4300pulley,0x00000204,0,0,
BD4300,1,Portal,1,476,333,761,513,,,0x00000500,1,0,BDPORT01
BD4300,2,TransBD4100,2,1957,502,2207,734,BD4100,Exitbd4300,0x00000704,1,0,
BD4300,3,Water_supplies,1,204,1200,425,1309,,,0x00000000,0,0,BDWATERS
BD4300,4,Food_supplies,1,1536,1570,1634,1649,,,0x00000000,0,0,BDFOODS
BD4300,5,Infopoint06,0,999,649,1019,668,,,0x00000000,0,0,
BD4300,6,Infopoint07,1,1072,968,1126,1047,,,0x00000000,0,0,
BD4300,7,Infopoint08,1,668,900,735,946,,,0x00000000,0,0,
BD4300,8,Infopoint09,1,1461,1250,1516,1323,,,0x00000000,0,0,
BD4300,9,Infopoint10,1,1040,1266,1176,1319,,,0x00000000,0,0,
BD4300,10,Infopoint11,1,1379,1307,1454,1383,,,0x00000000,0,0,
BD4300,11,Infopoint12,1,873,826,900,854,,,0x00000000,0,0,
BD4300,12,Infopoint13,1,1189,426,1493,728,,,0x00000000,0,0,
BD4300,13,Infopoint14,1,2113,1149,2369,1340,,,0x00000000,0,0,
BD4300,14,Infopoint15,1,557,1015,614,1073,,,0x00000000,0,0,
BD4300,15,Infopoint16,1,1148,1775,1240,1899,,,0x00000100,1,0,
BD4400,0,TranBD4500,2,2017,0,2339,167,BD4500,Exitbd4400,0x00000604,0,0,
BD4400,1,Portal,1,1179,1121,1472,1299,,,0x00000000,0,0,BDINFO12
BD4400,2,Lava,1,722,670,885,775,,,0x00000000,0,0,BDINFO12
BD4400,3,Lava,1,1953,795,2140,1112,,,0x00000000,0,0,BDINFO12
BD4400,4,Lava,1,1696,1026,1998,1360,,,0x00000000,0,0,BDINFO12
BD4400,5,Lava,1,1850,1246,2074,1548,,,0x00000000,0,0,BDINFO12
BD4400,6,Lava,1,1695,1311,1905,1641,,,0x00000000,0,0,BDINFO12
BD4400,7,Lava,1,1476,1558,1821,1812,,,0x00000000,0,0,BDINFO12
BD4400,8,Lava,1,1230,1621,1522,1863,,,0x00000000,0,0,BDINFO12
BD4400,9,Lava,1,890,1659,1231,1863,,,0x00000000,0,0,BDINFO12
BD4400,10,Lava,1,627,1610,931,1829,,,0x00000000,0,0,BDINFO12
BD4400,11,Lava,1,464,1470,749,1761,,,0x00000000,0,0,BDINFO12
BD4400,12,Lava,1,330,1343,602,1579,,,0x00000000,0,0,BDINFO12
BD4400,13,Lava,1,300,1138,539,1355,,,0x00000000,0,0,BDINFO12
BD4400,14,Lava,1,222,1024,572,1201,,,0x00000000,0,0,BDINFO12
BD4400,15,Lava,1,188,796,466,1032,,,0x00000000,0,0,BDINFO12
BD4400,16,Lava,1,186,606,493,864,,,0x00000000,0,0,BDINFO12
BD4400,17,Lava,1,301,358,557,708,,,0x00000000,0,0,BDINFO12
BD4400,18,Lava,1,440,242,799,592,,,0x00000000,0,0,BDINFO12
BD4400,19,Lava,1,651,174,1072,485,,,0x00000000,0,0,BDINFO12
BD4400,20,Lava,1,958,162,1268,462,,,0x00000000,0,0,BDINFO12
BD4400,21,Lava,1,1176,161,1498,480,,,0x00000000,0,0,BDINFO12
BD4400,22,Lava,1,1428,176,1663,490,,,0x00000000,0,0,BDINFO12
BD4400,23,Lava,1,1969,521,2063,807,,,0x00000000,0,0,BDINFO12
BD4400,24,Lava,1,2062,790,2303,966,,,0x00000000,0,0,BDINFO12
BD4400,25,Lava,1,2201,599,2286,799,,,0x00000000,0,0,BDINFO12
BD4400,26,Lava,1,2203,429,2427,718,,,0x00000000,0,0,BDINFO12
BD4400,27,Lava,1,2195,237,2438,567,,,0x00000000,0,0,BDINFO12
BD4400,28,Lava,1,2267,103,2506,359,,,0x00000000,0,0,BDINFO12
BD4400,29,Stairs,1,1873,435,1880,441,,,0x00000000,0,0,BDINFO12
BD4500,0,TranBD4400,2,76,1735,398,1918,BD4400,Exitbd4500,0x00000604,0,0,
BD4500,1,TranBD4600,2,2134,129,2229,349,BD4600,Exitbd4500,0x00000F04,1,0,
BD4500,2,Hell_bridge,0,1543,826,1574,856,,,0x00000000,0,0,BDHELLBR
BD4500,3,Door,1,2227,114,2321,425,,,0x00000000,0,0,BDINFO12
BD4600,0,TranBD4500,2,413,1462,831,1796,BD4500,Exitbd4600,0x00000604,0,0,
BD4600,1,Hellevator,0,1047,988,1504,1322,,,0x00000100,1,0,BDELEV01
BD4600,2,Infopoint04,1,496,744,1301,1363,,,0x00000000,0,0,
BD4600,3,Infopoint05,1,1152,643,2095,1295,,,0x00000000,0,0,
BD4600,4,Infopoint06,1,1042,1170,1927,1746,,,0x00000000,0,0,
BD4600,5,Elevator_Activation,2,1408,1026,1477,1078,BD4601,Exitbd4600,0x00000704,1,0,
BD4700,0,Hellevator,0,1035,744,1500,1076,,,0x00000000,0,0,BDELEV02
BD4700,1,Infopoint02,1,255,12,1278,839,,,0x00000000,0,0,
BD4700,2,Infopoint03,1,308,951,1236,1715,,,0x00000000,0,0,
BD4700,3,Infopoint04,1,1398,15,2490,683,,,0x00000000,0,0,
BD4700,4,Infopoint05,1,1252,904,2224,1751,,,0x00000000,0,0,
BD4700,5,Infopoint06,1,1701,406,1754,441,,,0x00000000,0,0,
BD4700,6,Infopoint07,1,1852,514,1907,551,,,0x00000000,0,0,
BD4700,7,Infopoint08,1,1994,668,2047,707,,,0x00000000,0,0,
BD5000,0,TranBD5100,2,2551,426,2816,608,BD5100,Exitbd5000,0x00000604,0,0,BDGTSNAR
BD5000,1,Myconidcloud,0,4084,2846,4493,3154,,,0x00000002,0,1,BDSTINK
BD5000,2,Snare1,0,4551,2294,4572,2307,,,0x00000008,0,1,BDGTSNAR
BD5000,3,Snare3,0,3818,3209,3839,3222,,,0x00000008,0,1,BDGTSNAR
BD5000,4,Snare4,0,3591,3408,3612,3421,,,0x00000008,0,1,BDGTSNAR
BD5000,5,Snare5,0,4665,1299,4686,1312,,,0x00000008,0,1,BDGTSNAR
BD5000,6,Goblinambush,0,2050,2666,2474,3037,,,0x00000000,0,1,BDSDD251
BD5000,7,Ff_camp,0,3,4,20,34,,,0x00000000,0,0,
BD5000,8,Neera/voghiln Romance 2,0,186,1393,1031,3835,,,0x00000000,0,1,BDROM14
BD5000,9,Vic Rom 3 / Glint Rom 4,0,1748,1587,3474,2311,,,0x00000002,0,1,BDROM15
BD5000,10,Trap 1,0,3918,1047,4117,1111,,,0x00000108,1,1,GTCK
BD5000,11,Trap 2,0,4320,1022,4441,1418,,,0x00000008,0,1,BDGTSNAR
BD5000,12,Trap 3,0,2599,1682,3014,1703,,,0x00000008,0,1,BD310TR1
BD5000,13,Trap 4,0,2603,1743,2678,1793,,,0x00000008,0,1,BD310TR2
BD5000,14,Trap 5,0,2927,1560,2993,1622,,,0x00000008,0,1,BD310TR2
BD5000,15,Targetp,0,2564,901,2598,941,,,0x00000000,0,0,
BD5000,16,Infopoint18,1,4451,3032,4680,3285,,,0x00000000,0,0,
BD5000,17,Infopoint19,1,4194,2851,4487,3006,,,0x00000000,0,0,
BD5000,18,Infopoint20,1,4446,2716,4825,2916,,,0x00000000,0,0,
BD5000,19,Infopoint21,1,3938,1762,4034,1840,,,0x00000000,0,0,
BD5000,20,Infopoint22,1,688,1236,825,1333,,,0x00000000,0,0,
BD5000,21,trigger_bolt,0,2512,936,2594,1046,,,0x00000000,0,0,BDTARGET
BD5000,22,Neera Rom 2,0,3521,2625,3931,2998,,,0x00000000,0,1,BDROM14
BD5000,23,hidden_thief_cache,1,3836,766,4153,982,,,0x00000100,1,0,
BD5000,24,Mizhena_ambush,1,4915,2215,5070,2264,,,0x00000000,0,0,
BD5100,0,TranBD5000,2,5032,1933,5113,2206,BD5000,Exitbd5100,0x00000204,0,0,
BD5100,1,TranBD5200,2,469,32,635,171,BD5200,Exitbd5100,0x00000A04,0,0,
BD5100,2,Unm_south,0,1842,2022,1888,2068,,,0x00000000,0,0,BDUNMS
BD5100,3,Unm_north,0,2237,1698,2286,1735,,,0x00000000,0,0,BDUNMN
BD5100,4,TranBD0113,2,2524,1678,2659,1815,BD0113,Exitbd5100,0x00000E04,0,0,
BD5100,5,TranBD5300,2,759,1989,894,2146,BD5300,Exitbd5100,0x00000E04,0,0,
BD5100,6,wyrm_sense,0,2334,1724,2715,1980,,,0x00000000,0,0,BD5100AW
BD5100,7,Eye1,0,3962,1728,4312,2076,,,0x00000000,0,0,BDEYE1
BD5100,8,Eye2,0,4282,555,4608,912,,,0x00000000,0,0,BDEYE2
BD5100,9,Eye3,0,2448,677,2774,1034,,,0x00000000,0,0,BDEYE2
BD5100,10,Eye4,0,1500,835,1826,1192,,,0x00000000,0,0,BDEYESW
BD5100,11,Eye5,0,244,645,600,1013,,,0x00000000,0,0,BDEYE3
BD5100,12,Eye6,0,1510,1951,1836,2308,,,0x00000000,0,0,BDEYESE
BD5100,13,Eye7,0,795,2217,1120,2571,,,0x00000000,0,0,BDEYE4
BD5100,14,Eye8,0,2280,2842,2601,3102,,,0x00000000,0,0,BDEYENE
BD5100,15,Eye9,0,3347,3180,3753,3459,,,0x00000000,0,0,BDEYENW
BD5100,16,Eye10,0,2943,1923,3301,2371,,,0x00000000,0,0,BDEYE4
BD5100,17,Eye11,0,2010,1350,2437,1698,,,0x00000000,0,0,BDEYENE
BD5100,18,Eye12,0,3130,1271,3465,1480,,,0x00000000,0,0,BDEYE2
BD5100,19,Eye13,0,1166,1116,1480,1423,,,0x00000000,0,0,BDEYE2
BD5100,20,Eyex,0,319,1778,425,1881,,,0x00000400,0,0,BDEYE5
BD5100,21,Bdredx,1,357,1830,393,1881,,,0x00000100,1,0,BDREDX
BD5100,22,Dragon_guardian,0,867,2282,896,2309,,,0x00000002,0,0,BDDRAGSP
BD5100,23,TranBD5110,2,3427,1139,3618,1320,BD5110,Exitbd5100,0x00000604,0,0,
BD5100,24,Ff_camp,0,3,4,20,34,,,0x00000000,0,0,
BD5100,25,Rsvnvd Rom 4/3 / Corwin Rom 5,0,3961,1411,4160,1649,,,0x00000002,0,1,BDROM16
BD5100,26,Glint Rom 2 / Rsvnvd Rom 4/5,0,553,807,1132,1370,,,0x00000002,0,1,BDROM17
BD5100,27,Drowpit,0,1835,428,1930,469,,,0x00000400,0,0,
BD5100,28,Crusexit,0,1247,331,1371,546,,,0x00000000,0,0,
BD5100,29,Bellowgulp,0,2706,550,2738,575,,,0x00000002,0,1,BD5100BE
BD5100,30,Dark_mage_spawn,0,866,2237,895,2264,,,0x00000002,0,0,BDDMSPWN
BD5100,31,Trap_entangle1,0,731,2898,906,2909,,,0x00000008,0,1,BDGT012
BD5100,32,Info_drow_pit,1,1616,334,1991,469,,,0x00000000,0,0,
BD5100,33,Info_sahuagin_barrels1,1,4632,657,4678,727,,,0x00000000,0,0,
BD5100,34,Info_sahuagin_barrels2,1,4323,864,4351,900,,,0x00000000,0,0,
BD5100,35,Info_sahuagin_barrels3,1,4228,883,4265,915,,,0x00000000,0,0,
BD5100,36,Info_ferrusk_tree,1,4112,3088,4622,3487,,,0x00000000,0,0,
BD5100,37,Info_ferrusk_mushroom,1,3179,3357,3315,3470,,,0x00000000,0,0,
BD5100,38,Info_dwarven_statue,1,997,2080,1087,2266,,,0x00000000,0,0,
BD5100,39,Info_depot1,1,4491,1796,4639,1981,,,0x00000000,0,0,
BD5100,40,Info_depot2,1,4439,2079,4555,2185,,,0x00000000,0,0,
BD5100,41,Trap_entangle2,0,2172,2730,2273,2807,,,0x00000008,0,1,BDGT012
BD5100,42,Eyex_place,1,319,1778,425,1881,,,0x00000500,1,0,BDEYE5
BD5110,0,TranBD5100,2,441,1143,721,1308,BD5100,Exitbd5110,0x00000204,0,0,
BD5110,1,Ff_camp,0,3,4,20,34,,,0x00000000,0,0,
BD5110,2,Infopoint03,1,1064,278,1244,495,,,0x00000000,0,0,
BD5110,3,Info_ettin,1,1105,562,1198,623,,,0x00000000,0,0,
BD5200,0,TranBD5100,2,1475,1797,1800,1869,BD5100,Exitbd5200,0x00000204,0,0,
BD5200,1,BD4300Entrance,2,1311,698,1515,843,BD4300,Bd5200pulley,0x00000304,1,0,
BD5200,2,Ff_camp,0,3,4,20,34,,,0x00000000,0,0,
BD5200,3,Corwin Rom 4 / Glint Rom 3,0,956,1040,1916,1460,,,0x00000000,0,1,BDROM18
BD5200,4,Ogre_cage1,1,1999,1298,2070,1393,,,0x00000000,0,0,BDSCAGE
BD5200,5,Ogre_cage2,1,2082,1328,2148,1435,,,0x00000000,0,0,BDSCAGE
BD5200,6,Ogre_cage3,1,2157,1365,2216,1480,,,0x00000000,0,0,BDSCAGE
BD5200,7,Infopoint08,1,449,248,647,389,,,0x00000000,0,0,
BD5200,8,Infopoint10,1,2014,332,2083,395,,,0x00000000,0,0,
BD5200,9,Infopoint11,1,2157,359,2208,455,,,0x00000000,0,0,
BD5200,10,Infopoint12,1,1811,1626,1924,1664,,,0x00000000,0,0,
BD5200,11,Lift_wheel,1,1541,659,1624,788,,,0x00000000,0,0,
BD5200,12,Lift_ropes,1,1314,673,1507,834,,,0x00000500,1,0,BDLIFT
BD5300,0,TranBD5100,2,487,12,675,175,BD5100,Exitbd5300,0x00000204,0,0,
BD5300,1,Darkmagespawn,0,823,846,1072,993,,,0x00000102,1,1,BDDMSPWN
BD5300,2,Ff_camp,0,3,4,20,34,,,0x00000000,0,0,
BD5300,3,Slowtrap,0,596,313,683,371,,,0x00000008,0,1,GT027
BD5300,4,Chaostrap,0,1560,505,1623,636,,,0x00000408,0,1,BDGT010
BD5300,5,Infopoint07,1,279,521,331,624,,,0x00000000,0,0,
BD5300,6,Infopoint08,1,394,336,449,421,,,0x00000000,0,0,
BD5300,7,Infopoint09,1,917,318,975,393,,,0x00000000,0,0,
BD5300,8,Infopoint10,1,1103,416,1148,513,,,0x00000000,0,0,
BD5300,9,Infopoint11,1,1385,456,1446,537,,,0x00000000,0,0,
BD5300,10,Infopoint12,1,1680,347,1721,435,,,0x00000000,0,0,
BD5300,11,Infopoint13,1,1927,309,1983,387,,,0x00000000,0,0,
BD5300,12,Infopoint14,1,2119,443,2159,541,,,0x00000000,0,0,
BD5300,13,Infopoint15,1,310,1085,346,1190,,,0x00000000,0,0,
BD5300,14,Infopoint16,1,1349,953,1389,1047,,,0x00000000,0,0,
BD5300,15,Infopoint17,1,1605,1030,1656,1120,,,0x00000000,0,0,
BD5300,16,Infopoint18,1,291,621,822,948,,,0x00000000,0,0,
BD5300,17,Infopoint19,1,972,641,1321,876,,,0x00000000,0,0,
BD5300,18,Fugue_portal,1,667,1152,1129,1449,,,0x00000000,0,0,BDFUGUE
BD6000,0,TranBD0105,2,1035,1923,1239,2071,BD0105,Exitbd6000,0x00000304,1,0,
BD6000,1,TranBD6200,2,1476,2935,1745,3211,BD6200,Exitbd6000,0x00000204,0,0,
BD6000,2,Waterfall,0,3292,1728,3843,2395,,,0x00000002,0,0,BDWATERF
BD6000,3,Confrontation,0,2953,1445,3547,1869,,,0x00000002,0,1,BDSEWER
BD6000,4,Infopoint07,1,2252,828,2396,932,,,0x00000000,0,0,
BD6000,5,Infopoint08,1,3384,1031,3455,1126,,,0x00000000,0,0,
BD6000,6,Infopoint09,1,3731,2776,3850,2877,,,0x00000000,0,0,
BD6000,7,Infopoint10,1,979,1963,1185,2108,,,0x00000000,0,0,
BD6000,8,Infopoint11,1,3670,2345,3854,2626,,,0x00000000,0,0,
BD6200,0,TranBD6000,2,1066,263,1309,502,BD6000,Exitbd6200,0x00000604,0,0,
BD7000,0,Tran_bd0115,2,28,57,270,332,BD0115,Exitbd7000,0x00000204,0,0,
BD7000,1,SDD123LN1,0,630,474,1031,812,,,0x00000212,0,0,BD123LN1
BD7000,2,SDD123LN2,0,386,361,976,714,,,0x00000212,0,0,BD123LN2
BD7000,3,Ff_camp,0,3,4,20,34,,,0x00000000,0,0,
BD7000,4,Trap_dire_charm,0,330,407,489,548,,,0x00000008,0,1,GTDC
BD7000,5,Trap_poison_darts,0,294,376,454,512,,,0x00000008,0,1,GDARTS
BD7000,6,Trap_spear,0,168,340,455,356,,,0x00000008,0,1,GSPEAR
BD7000,7,Trap_energy_drain,0,186,210,368,328,,,0x00000008,0,1,GT023
BD7000,8,Infopoint09,1,2340,1765,2557,1905,,,0x00000000,0,0,
BD7000,9,Infopoint10,1,458,356,552,420,,,0x00000000,0,0,
BD7000,10,Sddskie1,0,2138,458,2155,471,,,0x00000000,0,1,BDSDDSKI
BD7000,11,Skie_escape,0,2546,353,2554,358,,,0x00000000,0,0,
BD7100,0,TransBD7110,2,822,937,1073,1153,BD7110,Exitbd7100,0x00000204,0,0,
BD7100,1,Ff_camp,0,1,3116,1443,3839,,,0x00000002,0,1,BDFFCAMP
BD7100,2,Banter_trigger2,0,1507,1593,3037,2315,,,0x00000002,0,1,BDTALK02
BD7100,3,Viconia Romance 1,0,44,1924,2176,3503,,,0x00000000,0,1,BDROM03
BD7100,4,Glint Romance 1,0,1175,1535,4599,3807,,,0x00000000,0,1,BDROM04
BD7100,5,Rasaad/safana Romance 2,0,1726,955,4877,2243,,,0x00000000,0,1,BDROM05
BD7100,6,Corwin Romance 2,0,1500,19,4373,1592,,,0x00000000,0,1,BDROM06
BD7100,7,Trap_web,0,131,1973,731,2151,,,0x00000008,0,1,GTWEB
BD7100,8,Trap_web,0,4104,1353,4881,1658,,,0x00000008,0,1,GTWEB
BD7100,9,Infopoint10,1,1049,1101,1098,1224,,,0x00000000,0,0,
BD7100,10,Infopoint11,1,3110,458,3212,551,,,0x00000000,0,0,
BD7100,11,Infopoint12,1,3468,2257,3679,2390,,,0x00000000,0,0,
BD7100,12,Bandits_escape,0,4712,2491,4719,2501,,,0x00000000,0,0,
BD7110,0,Light_Torch,1,1342,394,1375,431,,,0x00000502,1,1,BDTORCH
BD7110,1,TranBD7100,2,930,965,1211,1122,BD7100,Exitbd7110,0x00000204,0,0,
BD7110,2,Ff_camp,0,3,4,20,34,,,0x00000000,0,0,
