area,kind,source,placed_count,ea,xp_per_creature,item,charges,flags,instance_undroppable
BD5100,creature,BDBELLOW,1,128,0,DW#RND03,0|0|0,0,False
BD5100,creature,BDBELLOW,1,128,0,DW#RND12,0|0|0,0,False
BD5100,creature,BDBELLOW,1,128,0,DW#RND26,0|0|0,0,False
BD5100,creature,BDCONCOC,1,128,0,UMBER01,0|0|0,8,True
BD5100,creature,BDCRU100,1,128,275,LEAT04,0|0|0,8,True
BD5100,creature,BDCRU100,1,128,275,SW1H07,0|0|0,8,True
BD5100,creature,BDCRU100,1,128,275,BOW05,0|0|0,8,True
BD5100,creature,BDCRU100,1,128,275,AROW01,40|0|0,0,False
BD5100,creature,BDCRU100,1,128,275,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRU100,1,128,275,POTN08,1|0|0,0,False
BD5100,creature,BDCRU100,1,128,275,POTN10,0|0|0,0,False
BD5100,creature,BDCRU101,1,128,420,CHAN01,0|0|0,8,True
BD5100,creature,BDCRU101,1,128,420,AX1H01,0|999|0,8,True
BD5100,creature,BDCRU101,1,128,420,UNICHILL,0|0|0,0,False
BD5100,creature,BDCRU101,1,128,420,POTN08,0|0|0,0,False
BD5100,creature,BDCRUAF5,2,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDCRUAF5,2,128,420,LEAT04,0|0|0,0,False
BD5100,creature,BDCRUAF5,2,128,420,BOW03,1|0|0,0,False
BD5100,creature,BDCRUAF5,2,128,420,DAGG01,0|0|0,0,False
BD5100,creature,BDCRUAF5,2,128,420,AROW01,40|0|0,0,False
BD5100,creature,BDCRUAF5,2,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUAF5,2,128,420,POTN08,1|0|0,2,False
BD5100,creature,BDCRUAF5,2,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUAF5,2,128,420,DW#RND12,0|0|0,0,False
BD5100,creature,BDCRUAF5,2,128,420,DW#RND26,0|0|0,0,False
BD5100,creature,BDCRUAM5,1,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDCRUAM5,1,128,420,CHAN04,0|0|0,0,False
BD5100,creature,BDCRUAM5,1,128,420,XBOW01,0|0|0,0,False
BD5100,creature,BDCRUAM5,1,128,420,SW1H07,0|0|0,0,False
BD5100,creature,BDCRUAM5,1,128,420,BOLT01,20|0|0,0,False
BD5100,creature,BDCRUAM5,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUAM5,1,128,420,POTN08,1|0|0,2,False
BD5100,creature,BDCRUAM5,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUAM5,1,128,420,DW#RND12,0|0|0,0,False
BD5100,creature,BDCRUAM5,1,128,420,DW#RND25,0|0|0,0,False
BD5100,creature,BDCRUCM7,1,128,650,HELM01,0|0|0,0,False
BD5100,creature,BDCRUCM7,1,128,650,CHAN04,0|0|0,0,False
BD5100,creature,BDCRUCM7,1,128,650,SHLD01A,0|0|0,0,False
BD5100,creature,BDCRUCM7,1,128,650,SLNG01,1|0|0,0,False
BD5100,creature,BDCRUCM7,1,128,650,BLUN04,1|0|0,1,False
BD5100,creature,BDCRUCM7,1,128,650,BULL02,40|0|0,0,False
BD5100,creature,BDCRUCM7,1,128,650,POTN17,1|0|0,2,False
BD5100,creature,BDCRUCM7,1,128,650,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUCM7,1,128,650,DW#RND04,0|0|0,0,False
BD5100,creature,BDCRUMF7,1,128,650,POTN08,1|0|0,2,False
BD5100,creature,BDCRUMF7,1,128,650,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUMF7,1,128,650,DART11,20|0|0,0,False
BD5100,creature,BDCRUMF7,1,128,650,DAGG01,0|0|0,0,False
BD5100,creature,BDCRUMF7,1,128,650,BRAC02,0|0|0,0,False
BD5100,creature,BDCRUMF7,1,128,650,CLCK11,0|0|0,0,False
BD5100,creature,BDCRUMF7,1,128,650,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS80,1,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDCRUS80,1,128,420,CHAN04,0|0|0,8,True
BD5100,creature,BDCRUS80,1,128,420,XBOW01,0|0|0,8,True
BD5100,creature,BDCRUS80,1,128,420,SW1H04,0|0|0,8,True
BD5100,creature,BDCRUS80,1,128,420,BOLT01,40|0|0,0,False
BD5100,creature,BDCRUS80,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS80,1,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS80,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS80,1,128,420,DW#RND12,0|0|0,0,False
BD5100,creature,BDCRUS80,1,128,420,DW#RND26,0|0|0,0,False
BD5100,creature,BDCRUS81,1,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDCRUS81,1,128,420,CHAN04,0|0|0,8,True
BD5100,creature,BDCRUS81,1,128,420,SHLD03A,0|0|0,8,True
BD5100,creature,BDCRUS81,1,128,420,HAMM01,0|0|0,8,True
BD5100,creature,BDCRUS81,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS81,1,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS81,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS81,1,128,420,DW#RND12,0|0|0,0,False
BD5100,creature,BDCRUS81,1,128,420,DW#RND25,0|0|0,0,False
BD5100,creature,BDCRUS82,1,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDCRUS82,1,128,420,LEAT04,0|0|0,8,True
BD5100,creature,BDCRUS82,1,128,420,BOW03,0|0|0,8,True
BD5100,creature,BDCRUS82,1,128,420,DAGG01,0|0|0,8,True
BD5100,creature,BDCRUS82,1,128,420,AROW01,40|0|0,0,False
BD5100,creature,BDCRUS82,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS82,1,128,420,POTN08,1|0|0,8,True
BD5100,creature,BDCRUS82,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS82,1,128,420,DW#RND11,0|0|0,0,False
BD5100,creature,BDCRUS82,1,128,420,DW#RND26,0|0|0,0,False
BD5100,creature,BDCRUS83,1,128,650,PLAT01,0|0|0,8,True
BD5100,creature,BDCRUS83,1,128,650,SW1H04,0|0|0,8,True
BD5100,creature,BDCRUS83,1,128,650,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS83,1,128,650,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS83,1,128,650,SHLD03,0|0|0,8,True
BD5100,creature,BDCRUS83,1,128,650,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS83,1,128,650,DW#RND11,0|0|0,0,False
BD5100,creature,BDCRUS83,1,128,650,DW#RND26,0|0|0,0,False
BD5100,creature,BDCRUS84,1,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDCRUS84,1,128,420,LEAT04,0|0|0,8,True
BD5100,creature,BDCRUS84,1,128,420,SHLD01A,0|0|0,8,True
BD5100,creature,BDCRUS84,1,128,420,AX1H01,0|999|0,8,True
BD5100,creature,BDCRUS84,1,128,420,AX1H04,10|0|0,0,False
BD5100,creature,BDCRUS84,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS84,1,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS84,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS84,1,128,420,DW#RND12,0|0|0,0,False
BD5100,creature,BDCRUS84,1,128,420,DW#RND25,0|0|0,0,False
BD5100,creature,BDCRUS85,1,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDCRUS85,1,128,420,CHAN04,0|0|0,8,True
BD5100,creature,BDCRUS85,1,128,420,DAGG01,0|0|0,8,True
BD5100,creature,BDCRUS85,1,128,420,SLNG01,0|0|0,8,True
BD5100,creature,BDCRUS85,1,128,420,BULL01,40|0|0,0,False
BD5100,creature,BDCRUS85,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS85,1,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS85,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS85,1,128,420,DW#RND11,0|0|0,0,False
BD5100,creature,BDCRUS85,1,128,420,DW#RND25,0|0|0,0,False
BD5100,creature,BDCRUS87,1,128,120,STAF01,0|0|0,8,True
BD5100,creature,BDCRUS88,1,128,120,BLUN01,0|0|0,8,True
BD5100,creature,BDCRUS89,2,128,120,HAMM01,0|0|0,8,True
BD5100,creature,BDCRUS89,2,128,120,HAMM01,0|0|0,8,True
BD5100,creature,BDCRUS90,1,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDCRUS90,1,128,420,LEAT04,0|0|0,8,True
BD5100,creature,BDCRUS90,1,128,420,BOW03,0|0|0,8,True
BD5100,creature,BDCRUS90,1,128,420,DAGG01,0|0|0,8,True
BD5100,creature,BDCRUS90,1,128,420,AROW02,10|0|0,0,False
BD5100,creature,BDCRUS90,1,128,420,AROW01,40|0|0,0,False
BD5100,creature,BDCRUS90,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS90,1,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS90,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS90,1,128,420,DW#RND12,0|0|0,0,False
BD5100,creature,BDCRUS90,1,128,420,DW#RND25,0|0|0,0,False
BD5100,creature,BDCRUS91,2,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDCRUS91,2,128,420,CHAN04,0|0|0,8,True
BD5100,creature,BDCRUS91,2,128,420,SW1H01,0|999|0,8,True
BD5100,creature,BDCRUS91,2,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS91,2,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS91,2,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS91,2,128,420,DW#RND12,0|0|0,0,False
BD5100,creature,BDCRUS91,2,128,420,DW#RND26,0|0|0,0,False
BD5100,creature,BDCRUS92,1,128,1400,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS92,1,128,1400,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS92,1,128,1400,BULL01,40|0|0,0,False
BD5100,creature,BDCRUS92,1,128,1400,SLNG01,0|0|0,8,True
BD5100,creature,BDCRUS92,1,128,1400,STAF01,0|0|0,0,False
BD5100,creature,BDCRUS92,1,128,1400,CLCK10,0|0|0,8,True
BD5100,creature,BDCRUS92,1,128,1400,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS92,1,128,1400,DW#RND37,0|0|0,0,False
BD5100,creature,BDCRUS93,3,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDCRUS93,3,128,420,LEAT04,0|0|0,8,True
BD5100,creature,BDCRUS93,3,128,420,BOW01,0|0|0,8,True
BD5100,creature,BDCRUS93,3,128,420,SW1H07,0|0|0,8,True
BD5100,creature,BDCRUS93,3,128,420,AROW01,40|0|0,0,False
BD5100,creature,BDCRUS93,3,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS93,3,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS93,3,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS93,3,128,420,DW#RND12,0|0|0,0,False
BD5100,creature,BDCRUS93,3,128,420,DW#RND25,0|0|0,0,False
BD5100,creature,BDCRUS94,1,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDCRUS94,1,128,420,CHAN04,0|0|0,8,True
BD5100,creature,BDCRUS94,1,128,420,SW1H04,0|0|0,8,True
BD5100,creature,BDCRUS94,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS94,1,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS94,1,128,420,SHLD03A,0|0|0,8,True
BD5100,creature,BDCRUS94,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS94,1,128,420,DW#RND11,0|0|0,0,False
BD5100,creature,BDCRUS94,1,128,420,DW#RND25,0|0|0,0,False
BD5100,creature,BDCRUS95,1,128,650,LEAT04,0|0|0,8,True
BD5100,creature,BDCRUS95,1,128,650,SW1H07,0|0|0,8,True
BD5100,creature,BDCRUS95,1,128,650,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS95,1,128,650,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS95,1,128,650,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS95,1,128,650,DW#RND18,0|0|0,0,False
BD5100,creature,BDCRUS95,1,128,650,DW#RND37,0|0|0,0,False
BD5100,creature,BDCRUS96,1,128,420,LEAT04,0|0|0,8,True
BD5100,creature,BDCRUS96,1,128,420,BOW03,0|0|0,8,True
BD5100,creature,BDCRUS96,1,128,420,SW1H04,0|0|0,8,True
BD5100,creature,BDCRUS96,1,128,420,AROW01,40|0|0,0,False
BD5100,creature,BDCRUS96,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS96,1,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS96,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS96,1,128,420,DW#RND12,0|0|0,0,False
BD5100,creature,BDCRUS96,1,128,420,DW#RND26,0|0|0,0,False
BD5100,creature,BDCRUS97,2,128,420,LEAT04,0|0|0,8,True
BD5100,creature,BDCRUS97,2,128,420,BOW01,0|0|0,8,True
BD5100,creature,BDCRUS97,2,128,420,SW1H07,0|0|0,8,True
BD5100,creature,BDCRUS97,2,128,420,AROW01,40|0|0,0,False
BD5100,creature,BDCRUS97,2,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS97,2,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS97,2,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS97,2,128,420,DW#RND11,0|0|0,0,False
BD5100,creature,BDCRUS97,2,128,420,DW#RND26,0|0|0,0,False
BD5100,creature,BDCRUS98,1,128,275,HELM01,0|0|0,8,True
BD5100,creature,BDCRUS98,1,128,275,CHAN01,0|0|0,8,True
BD5100,creature,BDCRUS98,1,128,275,AX1H01,0|999|0,0,False
BD5100,creature,BDCRUS98,1,128,275,AX1H01,0|999|0,8,True
BD5100,creature,BDCRUS98,1,128,275,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS98,1,128,275,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS99,1,128,420,BDHELMJ3,0|0|0,8,True
BD5100,creature,BDCRUS99,1,128,420,CHAN04,0|0|0,8,True
BD5100,creature,BDCRUS99,1,128,420,SHLD05A,0|0|0,8,True
BD5100,creature,BDCRUS99,1,128,420,AX1H01,0|999|0,8,True
BD5100,creature,BDCRUS99,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDCRUS99,1,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDCRUS99,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUS99,1,128,420,DW#RND12,0|0|0,0,False
BD5100,creature,BDCRUS99,1,128,420,DW#RND26,0|0|0,0,False
BD5100,creature,BDCRUSF5,1,128,420,HELM01,0|0|0,0,False
BD5100,creature,BDCRUSF5,1,128,420,CHAN01,0|0|0,0,False
BD5100,creature,BDCRUSF5,1,128,420,SHLD01A,0|0|0,0,False
BD5100,creature,BDCRUSF5,1,128,420,BLUN02,1|0|0,0,False
BD5100,creature,BDCRUSF5,1,128,420,POTN08,1|0|0,2,False
BD5100,creature,BDCRUSF5,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDCRUSF5,1,128,420,DW#RND11,0|0|0,0,False
BD5100,creature,BDCRUSF5,1,128,420,DW#RND26,0|0|0,0,False
BD5100,creature,BDCRUSM5,3,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDCRUSM5,3,128,420,CHAN04,0|0|0,0,False
BD5100,creature,BDCRUSM5,3,128,420,SW1H01,0|999|0,0,False
BD5100,creature,BDCRUSM5,3,128,420,POTN08,1|0|0,2,False
BD5100,creature,BDCRUSM5,3,128,420,UNICHILL,0|0|0,0,False
BD5100,creature,BDDRIDRF,1,128,3000,HELMNOAN,0|0|0,0,False
BD5100,creature,BDDRIDRF,1,128,3000,BLUN07,0|0|0,0,False
BD5100,creature,BDDRIDRF,1,128,3000,POTN08,1|0|0,2,False
BD5100,creature,BDDRIDRF,1,128,3000,BDSCRL1B,1|0|0,10,True
BD5100,creature,BDDRIDRM,1,128,1400,AX1H04,20|0|0,0,False
BD5100,creature,BDDRIDRM,1,128,1400,BDSCRL1A,1|0|0,10,True
BD5100,creature,BDDRIDRM,1,128,1400,POTN08,1|0|0,2,False
BD5100,creature,BDDRIDRM,1,128,1400,SW1H05,1|0|0,0,False
BD5100,creature,BDDRIDRM,1,128,1400,HELMNOAN,0|0|0,0,False
BD5100,creature,BDDROWAS,2,128,1400,HELMNOAN,0|0|0,0,False
BD5100,creature,BDDROWAS,2,128,1400,DWCHAN01,0|0|0,10,True
BD5100,creature,BDDROWAS,2,128,1400,DWXBOW01,1|0|0,10,True
BD5100,creature,BDDROWAS,2,128,1400,DWSW1H02,1|0|0,10,True
BD5100,creature,BDDROWAS,2,128,1400,POTN52,1|0|0,2,False
BD5100,creature,BDDROWAS,2,128,1400,POTN10,2|0|0,2,False
BD5100,creature,BDDROWAS,2,128,1400,DW#HASPT,0|0|0,0,False
BD5100,creature,BDDROWAS,2,128,1400,DW#RND18,0|0|0,0,False
BD5100,creature,BDDROWF2,2,128,1400,HELMNOAN,0|0|0,0,False
BD5100,creature,BDDROWF2,2,128,1400,DWCHAN02,0|0|0,10,True
BD5100,creature,BDDROWF2,2,128,1400,DWSPER01,1|0|0,10,True
BD5100,creature,BDDROWF2,2,128,1400,POTN52,1|0|0,2,False
BD5100,creature,BDDROWF2,2,128,1400,POTN26,1|0|0,2,False
BD5100,creature,BDDROWF2,2,128,1400,DW#HASPT,0|0|0,0,False
BD5100,creature,BDDROWF2,2,128,1400,DW#RND12,0|0|0,0,False
BD5100,creature,BDDROWF2,2,128,1400,DW#RND26,0|0|0,0,False
BD5100,creature,BDDROWFI,1,128,3000,HELMNOAN,0|0|0,0,False
BD5100,creature,BDDROWFI,1,128,3000,DWPLAT01,0|0|0,10,True
BD5100,creature,BDDROWFI,1,128,3000,DWSW1H01,1|0|0,10,True
BD5100,creature,BDDROWFI,1,128,3000,DWSW1H01,1|0|0,10,True
BD5100,creature,BDDROWFI,1,128,3000,POTN52,2|0|0,2,False
BD5100,creature,BDDROWFI,1,128,3000,POTN17,1|0|0,2,False
BD5100,creature,BDDROWFI,1,128,3000,POTN14,1|0|0,2,False
BD5100,creature,BDDROWFI,1,128,3000,RNDTRE07,0|0|0,0,False
BD5100,creature,BDDROWFI,1,128,3000,DW#HASPT,0|0|0,0,False
BD5100,creature,BDDROWFI,1,128,3000,DW#RND12,0|0|0,0,False
BD5100,creature,BDDROWFM,1,128,3000,BDSCRL2A,1|0|0,10,True
BD5100,creature,BDDROWFM,1,128,3000,POTN17,1|0|0,0,False
BD5100,creature,BDDROWFM,1,128,3000,POTN52,1|0|0,2,False
BD5100,creature,BDDROWFM,1,128,3000,DWDART01,20|0|0,10,True
BD5100,creature,BDDROWFM,1,128,3000,DWSPER01,1|0|0,10,True
BD5100,creature,BDDROWFM,1,128,3000,DWCHAN01,0|0|0,10,True
BD5100,creature,BDDROWFM,1,128,3000,HELMNOAN,0|0|0,0,False
BD5100,creature,BDDROWFM,1,128,3000,DW#HASPT,0|0|0,0,False
BD5100,creature,BDDROWFM,1,128,3000,DW#RND26,0|0|0,0,False
BD5100,creature,BDDROWFT,2,128,1400,HELMNOAN,0|0|0,0,False
BD5100,creature,BDDROWFT,2,128,1400,DWCHAN01,0|0|0,10,True
BD5100,creature,BDDROWFT,2,128,1400,DWXBOW01,1|0|0,10,True
BD5100,creature,BDDROWFT,2,128,1400,DWSW1H02,1|0|0,10,True
BD5100,creature,BDDROWFT,2,128,1400,DWBOLT02,8|0|0,10,True
BD5100,creature,BDDROWFT,2,128,1400,DWBOLT01,8|0|0,10,True
BD5100,creature,BDDROWFT,2,128,1400,DWBOLT03,40|0|0,10,True
BD5100,creature,BDDROWFT,2,128,1400,POTN52,1|0|0,2,False
BD5100,creature,BDDROWFT,2,128,1400,POTN11,1|0|0,2,False
BD5100,creature,BDDROWFT,2,128,1400,POTN14,1|0|0,2,False
BD5100,creature,BDDROWFT,2,128,1400,RNDTRE07,0|0|0,0,False
BD5100,creature,BDDROWFT,2,128,1400,DW#HASPT,0|0|0,0,False
BD5100,creature,BDDROWFT,2,128,1400,DW#RND38,0|0|0,0,False
BD5100,creature,BDETTIN,1,255,4000,B2-16,0|0|0,0,False
BD5100,creature,BDETTIN,1,255,4000,BDRINGGE,0|0|0,0,False
BD5100,creature,BDETTIN,1,255,4000,BDBLUNGH,0|0|0,0,False
BD5100,creature,BDETTIN,1,255,4000,BDLOINCL,0|0|0,2,False
BD5100,creature,BDFERRUS,1,128,4000,BDPLAT03,0|0|0,2,False
BD5100,creature,BDFERRUS,1,128,4000,BDAMUL03,5|0|0,2,False
BD5100,creature,BDFERRUS,1,128,4000,BLUN36,0|0|0,0,False
BD5100,creature,BDFERRUS,1,128,4000,POTN52,1|0|0,0,False
BD5100,creature,BDFERRUS,1,128,4000,BDPOTN06,0|0|0,0,False
BD5100,creature,BDFERRUS,1,128,4000,MISC33,1|0|0,0,False
BD5100,creature,BDFLOSS,1,128,2000,XBOW01,0|0|0,0,False
BD5100,creature,BDFLOSS,1,128,2000,SPER01,0|0|0,0,False
BD5100,creature,BDFLOSS,1,128,2000,SAHBOLT,2|0|0,8,True
BD5100,creature,BDFLOSS,1,128,2000,BOLT04,20|0|0,0,False
BD5100,creature,BDFLOSS,1,128,2000,BOLT01,20|0|0,0,False
BD5100,creature,BDFLOSS,1,128,2000,RNDTRE08,0|0|0,0,False
BD5100,creature,BDFLOSS,1,128,2000,DW#RND06,0|0|0,0,False
BD5100,creature,BDFLOSS,1,128,2000,DW#RND12,0|0|0,0,False
BD5100,creature,BDGUAR5A,1,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDGUAR5A,1,128,420,PLAT01,0|0|0,8,True
BD5100,creature,BDGUAR5A,1,128,420,SHLD01A,0|0|0,0,False
BD5100,creature,BDGUAR5A,1,128,420,SW1H07,0|0|0,8,True
BD5100,creature,BDGUAR5A,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDGUAR5A,1,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDGUAR5A,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDGUAR5A,1,128,420,DW#RND11,0|0|0,0,False
BD5100,creature,BDGUAR5A,1,128,420,DW#RND26,0|0|0,0,False
BD5100,creature,BDGUAR5B,1,128,420,HELM01,0|0|0,8,True
BD5100,creature,BDGUAR5B,1,128,420,CHAN04,0|0|0,8,True
BD5100,creature,BDGUAR5B,1,128,420,SW2H01,0|0|0,8,True
BD5100,creature,BDGUAR5B,1,128,420,POTN08,1|0|0,0,False
BD5100,creature,BDGUAR5B,1,128,420,UNICAEL,0|0|0,0,False
BD5100,creature,BDGUAR5B,1,128,420,DW#HASPT,0|0|0,0,False
BD5100,creature,BDGUAR5B,1,128,420,DW#RND11,0|0|0,0,False
BD5100,creature,BDGUAR5B,1,128,420,DW#RND26,0|0|0,0,False
BD5100,creature,BDGURGLE,1,128,2000,XBOW01,0|0|0,0,False
BD5100,creature,BDGURGLE,1,128,2000,SPER01,0|0|0,0,False
BD5100,creature,BDGURGLE,1,128,2000,SAHBOLT,2|0|0,8,True
BD5100,creature,BDGURGLE,1,128,2000,BOLT04,20|0|0,0,False
BD5100,creature,BDGURGLE,1,128,2000,BOLT01,20|0|0,0,False
BD5100,creature,BDGURGLE,1,128,2000,RNDTRE08,0|0|0,0,False
BD5100,creature,BDGURGLE,1,128,2000,DW#RND06,0|0|0,0,False
BD5100,creature,BDGURGLE,1,128,2000,DW#RND11,0|0|0,0,False
BD5100,creature,BDHAMADC,2,255,650,DAGG01,0|0|0,10,True
BD5100,creature,BDKAELET,1,128,650,HELMNOAN,0|0|0,10,True
BD5100,creature,BDKAELET,1,128,650,DWCHAN01,0|0|0,10,True
BD5100,creature,BDKAELET,1,128,650,SHLD11,0|0|0,0,False
BD5100,creature,BDKAELET,1,128,650,BLUN02,1|0|0,0,False
BD5100,creature,BDKAELET,1,128,650,DWDART01,8|0|0,10,True
BD5100,creature,BDKAELET,1,128,650,POTN08,2|0|0,2,False
BD5100,creature,BDKAELET,1,128,650,BDINSIGR,0|0|0,2,False
BD5100,creature,BDLADLE,1,128,650,BDHELMJ3,0|0|0,8,True
BD5100,creature,BDLADLE,1,128,650,PLAT01,0|0|0,0,False
BD5100,creature,BDLADLE,1,128,650,SW1H08,0|0|0,0,False
BD5100,creature,BDLADLE,1,128,650,POTN52,1|0|0,0,False
BD5100,creature,BDLADLE,1,128,650,DW#HASPT,0|0|0,0,False
BD5100,creature,BDLADLE,1,128,650,DW#RND12,0|0|0,0,False
BD5100,creature,BDLADLE,1,128,650,DW#RND25,0|0|0,0,False
BD5100,creature,BDMYCBL,4,255,650,BDPLANT,0|0|0,10,True
BD5100,creature,BDMYCBL,4,255,650,IPSION,0|0|0,10,True
BD5100,creature,BDMYCBL,4,255,650,B6-24M2,0|0|0,0,False
BD5100,creature,BDMYCRD,5,255,420,BDPLANT,0|0|0,10,True
BD5100,creature,BDMYCRD,5,255,420,IPSION,0|0|0,10,True
BD5100,creature,BDMYCRD,5,255,420,B5-20M1,0|0|0,10,True
BD5100,creature,BDNYMP02,2,255,1400,DAGG01,1|0|0,10,True
BD5100,creature,BDPCRUS,1,128,10,HELM13,0|0|0,8,True
BD5100,creature,BDPCRUS,1,128,10,LEAT04,0|0|0,8,True
BD5100,creature,BDPCRUS,1,128,10,BDSLIME,0|0|0,10,True
BD5100,creature,BDPCRUS,1,128,10,SW1H04,0|0|0,8,True
BD5100,creature,BDPCRUS,1,128,10,AROW01,40|0|0,8,True
BD5100,creature,BDPCRUS,1,128,10,BDMISC04,0|0|0,0,False
BD5100,creature,BDRCRUS,3,128,20,HELM13,0|0|0,8,True
BD5100,creature,BDRCRUS,3,128,20,LEAT04,0|0|0,8,True
BD5100,creature,BDRCRUS,3,128,20,BDSLIME,0|0|0,10,True
BD5100,creature,BDRCRUS,3,128,20,SW1H04,0|0|0,8,True
BD5100,creature,BDRCRUS,3,128,20,AROW01,40|0|0,8,True
BD5100,creature,BDRCRUS,3,128,20,POTN08,2|0|0,8,True
BD5100,creature,BDSAHGD1,1,128,650,HELM01,0|0|0,8,True
BD5100,creature,BDSAHGD1,1,128,650,PLAT01,0|0|0,8,True
BD5100,creature,BDSAHGD1,1,128,650,SW1H04,0|0|0,8,True
BD5100,creature,BDSAHGD1,1,128,650,UNICAEL,0|0|0,0,False
BD5100,creature,BDSAHGD1,1,128,650,POTN08,1|0|0,0,False
BD5100,creature,BDSAHGD1,1,128,650,SHLD03A,0|0|0,0,False
BD5100,creature,BDSAHGD1,1,128,650,DW#HASPT,0|0|0,0,False
BD5100,creature,BDSAHGD1,1,128,650,DW#RND12,0|0|0,0,False
BD5100,creature,BDSAHGD1,1,128,650,DW#RND26,0|0|0,0,False
BD5100,creature,BDSAHGD2,1,128,420,BDHELM03,0|0|0,8,True
BD5100,creature,BDSAHGD2,1,128,420,LEAT04,0|0|0,8,True
BD5100,creature,BDSAHGD2,1,128,420,SW1H04,0|0|0,8,True
BD5100,creature,BDSAHGD2,1,128,420,BOW03,0|0|0,8,True
BD5100,creature,BDSAHGD2,1,128,420,AROW02,40|0|0,0,False
